"","tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","averageRating","numVotes","Year","Genres","Types","SummaryNotes","sport"
"75","tt0013790","movie","The World's Champion","The World's Champion",0,"1922","\N","50","Drama,Romance",NA,NA,1922,"Drama","","To impress a British noblewoman, a man goes to America to put up his dukes.","boxing"
"76","tt0014004","movie","Driven","Driven",0,"1923","\N","60","Crime,Drama",NA,NA,2001,"Action","Open wheel","Sylvester Stallone as a former Champ Car star.","autoracing"
"77","tt0014566","movie","Twenty-One","Twenty-One",0,"1923","\N","70","Drama,Romance",NA,NA,1918,"Comedy","","A young man trades places with a lookalike boxer and learns to fight for what he wants.","boxing"
"78","tt0014650","movie","Against All Odds","Against All Odds",0,"1924","\N","50","Western",6.6,17,1984,"Drama","","Pro receiver (Jeff Bridges) develops fatal attraction to daughter of team's corrupt owner","football"
"79","tt0014701","movie","The Battling Orioles","The Battling Orioles",0,"1924","\N","60","Comedy",6.2,39,1924,"Comedy","","A barber enlists the help of his father and his old professional baseball teammates to solve a problem.","baseball"
"80","tt0014987","movie","High Speed","High Speed",0,"1924","\N","50","Comedy",NA,NA,1932,"Drama","","An undercover cop races cars while he tries to catch crooks.","autoracing"
"81","tt0015359","movie","Sporting Youth","Sporting Youth",0,"1924","\N","70","Action,Comedy,Romance",NA,NA,1924,"Comedy","","A rich man's chauffeur (Reginald Denny) accidentally ends up in a race.","autoracing"
"82","tt0015501","movie","Winner Take All","Winner Take All",0,"1924","\N","60","Drama",4.8,18,1932,"Drama","","Washed-up Jimmy Kane (James Cagney) fights to help a young widow.","boxing"
"83","tt0015501","movie","Winner Take All","Winner Take All",0,"1924","\N","60","Drama",4.8,18,1939,"Drama","","Rodeo cowpoke turned pugilist fights for a female sportswriter (Gloria Stuart).","boxing"
"84","tt0015631","movie","Blue Blood","Blue Blood",0,"1925","\N","60","Drama",NA,NA,2007,"Documentary","","Five Oxford students attempt to make Amateur Boxing Club.","boxing"
"85","tt0015634","movie","Body and Soul","Body and Soul",0,"1925","\N","102","Crime,Drama,Thriller",6.2,1135,1947,"Film noir","","John Garfield is a boxer involved with corrupt promoters. Three Oscar nominations.","boxing"
"86","tt0015634","movie","Body and Soul","Body and Soul",0,"1925","\N","102","Crime,Drama,Thriller",6.2,1135,1981,"Drama","","Based on 1947 version, with Leon Isaac Kennedy and then-wife Jayne Kennedy.","boxing"
"87","tt0015662","movie","The Calgary Stampede","The Calgary Stampede",0,"1925","\N","60","Drama,Romance,Sport",6.5,58,1925,"Mystery","","After winning a Canada rodeo with a spectacular stunt, Dan (Hoot Gibson) is accused of a murder.","rodeo"
"88","tt0015815","movie","Fighting Youth","Fighting Youth",0,"1925","\N","50","Action,Drama",NA,NA,1936,"Drama","","Campus radicals try to persuade students to protest the football team.","football"
"89","tt0015841","movie","The Freshman","The Freshman",0,"1925","\N","77","Comedy,Family,Music",7.5,5904,1925,"Comedy","","Silent film with Harold Lloyd as a water boy who gets to play in team's big game.","football"
"90","tt0015923","movie","Hogan's Alley","Hogan's Alley",0,"1925","\N","70","Action,Drama",NA,NA,1925,"Comedy","","A knockout earns Lefty (Monte Blue) the title, but nearly costs him his girl.","boxing"
"91","tt0015983","movie","The Knockout","The Knockout",0,"1925","\N","80","Drama",NA,NA,1914,"Short, comedy","","To show his girl how brave he is, Pug (Roscoe Arbuckle) challenges a champion.","boxing"
"92","tt0016015","movie","Let 'er Buck","Let 'er Buck",0,"1925","\N","60","Western",NA,NA,1925,"Western","","A cowboy hiding in Oregon risks exposure by entering the world rodeo championships.","rodeo"
"93","tt0016226","movie","The Plastic Age","The Plastic Age",0,"1925","\N","73","Comedy,Romance,Sport",5.9,356,1925,"Drama","","Silent film with Clara Bow as a flapper who lures a star football player into a party lifestyle.","football"
"94","tt0016345","movie","The Shock Punch","The Shock Punch",0,"1925","\N","68","Drama",7.4,23,1926,"Drama","","Randall Savage floors a boxing champ, then a construction boss to win a girl.","boxing"
"95","tt0016380","movie","Speed","Speed",0,"1925","\N","\N","Drama",NA,NA,1930,"","","","autoracing"
"96","tt0016380","movie","Speed","Speed",0,"1925","\N","\N","Drama",NA,NA,1936,"Drama","Open Wheel","A carburetor's designer (James Stewart) tries Indy 500, seeks world speed record.","autoracing"
"97","tt0016382","movie","Speed Madness","Speed Madness",0,"1925","\N","57","Action,Adventure,Drama",7,21,1925,"","","","autoracing"
"98","tt0016630","movie","Battling Butler","Battling Butler",0,"1926","\N","77","Comedy,Sport",7,3760,1926,"Comedy","","Silent film directed by and starring Buster Keaton.","boxing"
"99","tt0016690","movie","Brown of Harvard","Brown of Harvard",0,"1926","\N","85","Action,Drama,Romance",6.2,1515,1926,"Drama","","Silent film about Harvard football player, based on a Broadway play.","football"
"100","tt0016720","movie","The Checkered Flag","The Checkered Flag",0,"1926","\N","60","\N",NA,NA,1926,"","","","autoracing"
"101","tt0016775","movie","Desert Gold","Desert Gold",0,"1926","\N","70","Western",NA,NA,1919,"Drama","","Australian film starring the famous racehorse Desert Gold","horse"
"102","tt0017202","movie","The New Klondike","The New Klondike",0,"1926","\N","80","Comedy,Drama,Romance",5.1,35,1926,"Comedy","","A pitcher and his manager clash over a Florida land purchase.","baseball"
"103","tt0017300","movie","The Quarterback","The Quarterback",0,"1926","\N","80","Comedy,Drama,Sport",7.2,23,1926,"Comedy","","A college athlete spends 27 years trying to defeat the school's arch-rival.","football"
"104","tt0017300","movie","The Quarterback","The Quarterback",0,"1926","\N","80","Comedy,Drama,Sport",7.2,23,1941,"Comedy","","A brother pretends to be his twin and becomes the school's football star.","football"
"105","tt0017303","movie","Racing Blood","Racing Blood",0,"1926","\N","60","Drama",NA,NA,1936,"Drama","","Jockey buys lame colt for under $5, turns him into a champion.","horse"
"106","tt0017367","movie","The Set-Up","The Set-Up",0,"1926","\N","55","Action,Adventure,Romance",7.2,26,1949,"Film noir","","A has-been boxer's manager bets on him to lose, with dire consequences if he doesn't.","boxing"
"107","tt0017534","movie","West Point","West Point",0,"1927","\N","95","Drama,Romance,Sport",6.6,1946,1927,"Drama","","Cadet fights coach, insults the academy, risks losing girl (Joan Crawford).","football"
"108","tt0017689","movie","Body and Soul","Body and Soul",0,"1927","\N","60","Drama,Romance",NA,NA,1947,"Film noir","","John Garfield is a boxer involved with corrupt promoters. Three Oscar nominations.","boxing"
"109","tt0017689","movie","Body and Soul","Body and Soul",0,"1927","\N","60","Drama,Romance",NA,NA,1981,"Drama","","Based on 1947 version, with Leon Isaac Kennedy and then-wife Jayne Kennedy.","boxing"
"110","tt0017720","movie","The Bush Leaguer","The Bush Leaguer",0,"1927","\N","70","Comedy",NA,NA,1927,"Comedy","","","baseball"
"111","tt0017738","movie","Casey at the Bat","Casey at the Bat",0,"1927","\N","68","Action,Comedy,Sport",6.3,31,1916,"Drama","","A lost five-reeler based on Ernest Thayer's poem and starring DeWolf Hopper","baseball"
"112","tt0017738","movie","Casey at the Bat","Casey at the Bat",0,"1927","\N","68","Action,Comedy,Sport",6.3,31,1927,"Comedy","","Wallace Beery in slugger's fable based on Ernest Thayer poem.","baseball"
"113","tt0017765","movie","College","College",0,"1927","\N","66","Comedy,Drama,Sport",7,5303,1927,"Comedy","","Silent film with Buster Keaton trying multiple sports.","athletics"
"114","tt0017766","movie","The College Hero","The College Hero",0,"1927","\N","54","Comedy,Romance",4.9,31,1927,"Drama","","A jealous teammate trips Carver College's football star and injures him.","football"
"115","tt0017767","movie","The College Widow","The College Widow",0,"1927","\N","67","Comedy,Romance",6.2,14,1927,"Comedy","","A coach's daughter helps Atwater College land a star player.","football"
"116","tt0017824","movie","Down the Stretch","Down the Stretch",0,"1927","\N","70","Drama",NA,NA,1936,"Drama","","Banned at home, rider Mickey Rooney moves to England to find success.[23][24]","horse"
"117","tt0017832","movie","The Drop Kick","The Drop Kick",0,"1927","\N","62","Drama,Sport",5.4,274,1927,"Drama","","A man's suicide damages a football player's reputation.","football"
"118","tt0017860","movie","The Fair Co-Ed","The Fair Co-Ed",0,"1927","\N","71","Comedy",5.7,749,1927,"Comedy","","Silent film about a college girl (Marion Davies) who plays basketball to hook the coach.","basketball"
"119","tt0017885","movie","Fireman, Save My Child","Fireman, Save My Child",0,"1927","\N","60","Comedy",NA,NA,1932,"Comedy","","Joe E. Brown as a small-town fireman who is also the town's star ballplayer.","baseball"
"120","tt0018059","movie","Knockout Reilly","Knockout Reilly",0,"1927","\N","70","Drama",NA,NA,1927,"Drama","","Falsely convicted of a crime, Reilly (Richard Dix) fights the guy who framed him.","boxing"
"121","tt0018130","movie","The Main Event","The Main Event",0,"1927","\N","70","Drama,Romance",NA,NA,1979,"Comedy","","Headstrong woman (Barbra Streisand) owns contract of cocky boxer (Ryan O'Neal).","boxing"
"122","tt0018328","movie","The Ring","The Ring",0,"1927","\N","116","Drama,Romance,Sport",6.1,3828,1927,"Drama","","Alfred Hitchcock silent film about a pugilist known as  ""One-Round Jack.""","boxing"
"123","tt0018328","movie","The Ring","The Ring",0,"1927","\N","116","Drama,Romance,Sport",6.1,3828,1952,"Drama","","A young Mexican (Lalo Ríos) seeks respect of Americans and love of a beauty (Rita Moreno).","boxing"
"124","tt0018392","movie","Shooting Stars","Shooting Stars",0,"1928","\N","80","Drama,Romance",7.2,460,2023,"Drama","","A Peacock original biopic about LeBron James' high school years.","basketball"
"125","tt0018413","movie","Slide, Kelly, Slide","Slide, Kelly, Slide",0,"1927","\N","80","Comedy,Sport",5.6,502,1927,"Comedy","","A cocky newcomer thinks he's the New York Yankees' new star.","baseball"
"126","tt0018440","movie","Spring Fever","Spring Fever",0,"1927","\N","78","Comedy",6.5,1025,1927,"Comedy","","Silent film about a golfer who hopes to marry a rich girl (Joan Crawford).","golf"
"127","tt0018554","short","West Point","West Point",0,"1927","\N","10","Documentary,Short",NA,NA,1927,"Drama","","Cadet fights coach, insults the academy, risks losing girl (Joan Crawford).","football"
"128","tt0018646","movie","Annapolis","Annapolis",0,"1928","\N","88","Comedy,Drama",7.5,45,2006,"Drama","","Boxing story set at Naval Academy starring James Franco.","boxing"
"129","tt0018957","movie","Greased Lightning","Greased Lightning",0,"1928","\N","47","Western",NA,NA,1977,"Biographical","Stock car","True story of stock-car trailblazer Wendell Scott, starring Richard Pryor.","autoracing"
"130","tt0019009","movie","Hold 'Em Yale","Hold 'Em Yale",0,"1928","\N","80","Comedy",5.7,32,1935,"Comedy","","Colorful crooks and a love-crazy girl distract Yale football player (Buster Crabbe).","football"
"131","tt0019045","short","Pumpkin","Kabocha",0,"1928","\N","43","Short",5.9,27,2002,"Comedy","","Christina Ricci in story about a developmentally challenged youth.","athletics"
"132","tt0019302","movie","A Race for Life","A Race for Life",0,"1928","\N","50","Action,Adventure,Drama",6.6,15,1954,"Drama","Midget cars","Car's owner wonders if driver (Richard Conte) has lost his nerve.","autoracing"
"133","tt0019326","movie","The Ringer","The Ringer",0,"1928","\N","86","Crime,Drama",NA,NA,2005,"Comedy","","Johnny Knoxville bad-taste spoof of Special Olympics.","athletics"
"134","tt0019411","movie","The Speed Classic","The Speed Classic",0,"1928","\N","50","Action,Adventure,Romance",6,22,1928,"","","","autoracing"
"135","tt0019530","movie","Victory","Victory",0,"1928","\N","100","War",NA,NA,2009,"Drama","","","cricket"
"136","tt0019549","movie","Warming Up","Warming Up",0,"1928","\N","80","Comedy,Romance",7.6,14,1928,"Romance","","New player competes with team's star for owner's daughter.","baseball"
"137","tt0019732","movie","Brothers","Brothers",0,"1929","\N","59","Drama",5.9,21,2015,"Drama","MMA","Bollywood film. The official remake of Warrior","martialArts"
"138","tt0019734","movie","Brothers","Brüder",0,"1929","\N","78","Drama",6.6,87,2015,"Drama","MMA","Bollywood film. The official remake of Warrior","martialArts"
"139","tt0019871","movie","Fast Company","Fast Company",0,"1929","\N","70","Comedy,Sport",6.9,22,1979,"Drama","Drag Racing","An up-and-coming drag racer and an aging star cope with a corrupt manager.","autoracing"
"140","tt0019871","movie","Fast Company","Fast Company",0,"1929","\N","70","Comedy,Sport",6.9,22,1929,"Comedy","","Elmer Kane (Jack Oakie) hopes the Yankees and an actress are interested in him.","baseball"
"141","tt0019889","movie","The Flying Scotsman","The Flying Scotsman",0,"1929","\N","50","Crime,Drama",6.2,214,2006,"Drama","Track Cycling","Based on life and career of Scottish amateur cyclist Graeme Obree.","cycling"
"142","tt0019895","movie","The Forward Pass","The Forward Pass",0,"1929","\N","78","Drama,Romance,Sport",5.1,107,1929,"Comedy","","A co-ed (Loretta Young) persuades a reluctant star to return to the gridiron.","football"
"143","tt0020218","movie","Night Parade","Night Parade",0,"1929","\N","71","Drama",5.6,123,1929,"Drama","","A father tries to persuade his middleweight-champ son not to take a dive.","boxing"
"144","tt0020359","movie","Salute","Salute",0,"1929","\N","84","Drama,Romance,Sport",5.1,245,2008,"Documentary","Multiple events","Australian film looking back at 1968 Mexico City Olympics, focusing on Peter Norman, who stood alongside Tommie Smith and John Carlos in support of their protest after winning medals in the 200 metres. Directed by Norman's nephew Matt Norman.","athletics"
"145","tt0020359","movie","Salute","Salute",0,"1929","\N","84","Drama,Romance,Sport",5.1,245,1929,"Drama","","Brothers become opponents for Army-Navy game.","football"
"146","tt0020392","movie","The Shakedown","The Shakedown",0,"1929","\N","65","Drama,Romance,Sport",6.6,293,1929,"Drama","","A boxer who makes a living losing fixed matches decides to turn his life around.","boxing"
"147","tt0020425","movie","So This Is College","So This Is College",0,"1929","\N","98","Comedy,Drama,Romance",5.4,281,1929,"Comedy","","College teammates Biff and Eddie compete for the love of lovely Babs Baxter","football"
"148","tt0020439","movie","Speedway","Speedway",0,"1929","\N","76","Drama,Romance,Sport",6.3,700,1929,"Drama","","Silent film about a father and son in Indianapolis.","autoracing"
