Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Sydney,2000,1500m,Freestyle,0,Men,UKR,Igor Chervynskiy,15:08.8,4
Sydney,2000,1500m,Freestyle,0,Men,GER,Heiko Hell,15:19.9,4
Sydney,2000,200m,Backstroke,0,Men,USA,Lenny Krayzelburg,01:56.8,1
Sydney,2000,200m,Backstroke,0,Men,USA,Aaron Peirsol,01:57.4,2
Sydney,2000,200m,Backstroke,0,Men,AUS,Matthew Welsh,01:57.6,3
Sydney,2000,200m,Backstroke,0,Men,ISL,Orn Arnarson,01:59.0,4
Sydney,2000,200m,Backstroke,0,Men,ITA,Emanuele Merisi,01:59.0,4
Sydney,2000,200m,Backstroke,0,Men,ROU,Razvan Ionut Florea,01:59.1,4
Sydney,2000,200m,Backstroke,0,Men,BRA,Rogerio Romero,01:59.3,4
Sydney,2000,200m,Backstroke,0,Men,CRO,Gordan Kozulj,01:59.4,4
Sydney,2000,200m,Backstroke,0,Women,ROU,Diana Mocanu,02:08.2,1
Sydney,2000,200m,Backstroke,0,Women,FRA,Roxana Maracineanu,02:10.3,2
Sydney,2000,200m,Backstroke,0,Women,JPN,Miki Nakao,02:11.1,3
Sydney,2000,200m,Backstroke,0,Women,JPN,Tomoko Hagiwara,02:11.2,4
Sydney,2000,200m,Backstroke,0,Women,USA,Amanda Adkins,02:12.3,4
Sydney,2000,200m,Backstroke,0,Women,ESP,Nina Alexandrovna Zhivanevskaya,02:12.8,4
Sydney,2000,200m,Backstroke,0,Women,GER,Antje Buschschulte,02:13.3,4
Sydney,2000,200m,Backstroke,0,Women,CAN,Kelly Stefanyshyn,02:14.6,4
Sydney,2000,200m,Breaststroke,0,Men,ITA,Domenico Fioravanti,02:10.9,1
Sydney,2000,200m,Breaststroke,0,Men,RSA,Terence Parkin,02:12.5,2
Sydney,2000,200m,Breaststroke,0,Men,ITA,Davide Rummolo,02:12.7,3
Sydney,2000,200m,Breaststroke,0,Men,AUS,Regan Harrison,02:12.9,4
Sydney,2000,200m,Breaststroke,0,Men,CZE,Daniel Malek,02:13.2,4
Sydney,2000,200m,Breaststroke,0,Men,USA,Kyle Salyards,02:13.3,4
Sydney,2000,200m,Breaststroke,0,Men,FRA,Johan Bernard,02:13.3,4
Sydney,2000,200m,Breaststroke,0,Men,AUS,Ryan Mitchell,02:14.0,4
Sydney,2000,200m,Breaststroke,0,Women,HUN,Agnes Kovacs,02:24.4,1
Sydney,2000,200m,Breaststroke,0,Women,USA,Kristy Kowal,02:24.6,2
Sydney,2000,200m,Breaststroke,0,Women,USA,Amanda Beard,02:25.3,3
Sydney,2000,200m,Breaststroke,0,Women,CHN,Hui Qi,02:25.4,4
Sydney,2000,200m,Breaststroke,0,Women,RUS,Olga Bakaldina,02:25.5,4
Sydney,2000,200m,Breaststroke,0,Women,RSA,Sarah Poewe,02:25.7,4
Sydney,2000,200m,Breaststroke,0,Women,JPN,Masami Tanaka,02:27.0,4
Sydney,2000,200m,Breaststroke,0,Women,CHN,Xuejuan Luo,02:27.3,4
Sydney,2000,200m,Butterfly,0,Men,USA,Tom Malchow,01:55.3,1
Sydney,2000,200m,Butterfly,0,Men,UKR,Denys Sylantiev,01:55.8,2
Sydney,2000,200m,Butterfly,0,Men,AUS,Justin Norris,01:56.2,3
Sydney,2000,200m,Butterfly,0,Men,RUS,Anatoly Polyakov,01:56.3,4
Sydney,2000,200m,Butterfly,0,Men,USA,Michael Phelps,01:56.5,4
Sydney,2000,200m,Butterfly,0,Men,GBR,Steve Parry,01:57.0,4
Sydney,2000,200m,Butterfly,0,Men,RUS,Denis Pankratov,01:58.0,4
Sydney,2000,200m,Butterfly,0,Men,FRA,Franck Esposito,01:58.4,4
Sydney,2000,200m,Butterfly,0,Women,USA,Misty Hyman,02:05.9,1
Sydney,2000,200m,Butterfly,0,Women,AUS,Susan O'Neill,02:06.6,2
Sydney,2000,200m,Butterfly,0,Women,AUS,Petria Thomas,02:07.1,3
Sydney,2000,200m,Butterfly,0,Women,DEN,Mette Jacobsen,02:08.2,4
Sydney,2000,200m,Butterfly,0,Women,POL,Otylia Jedrzejczak,02:08.5,4
Sydney,2000,200m,Butterfly,0,Women,USA,Kaitlin Sandeno,02:08.8,4
Sydney,2000,200m,Butterfly,0,Women,JPN,Yuko Nakanishi,02:09.7,4
Sydney,2000,200m,Butterfly,0,Women,JPN,Maki Mita,02:10.7,4
Sydney,2000,200m,Freestyle,0,Men,NED,Pieter Van Den Hoogenband,01:45.3,1
Sydney,2000,200m,Freestyle,0,Men,AUS,Ian Thorpe,01:45.8,2
Sydney,2000,200m,Freestyle,0,Men,ITA,Massimiliano Rosolino,01:46.7,3
Sydney,2000,200m,Freestyle,0,Men,USA,Josh Davis,01:46.7,4
Sydney,2000,200m,Freestyle,0,Men,GBR,Paul Rory Palmer,01:48.0,4
Sydney,2000,200m,Freestyle,0,Men,GBR,James Salter,01:48.7,4
Sydney,2000,200m,Freestyle,0,Men,CAN,Rick Say,01:48.8,4
Sydney,2000,200m,Freestyle,0,Men,AUS,Grant Hackett,01:49.5,4
Sydney,2000,200m,Freestyle,0,Women,AUS,Susan O'Neill,01:58.2,1
Sydney,2000,200m,Freestyle,0,Women,SVK,Martina Moravcova,01:58.3,2
Sydney,2000,200m,Freestyle,0,Women,CRC,Claudia Poll Ahrens,01:58.8,3
Sydney,2000,200m,Freestyle,0,Women,GER,Kerstin Kielgass,01:58.9,4
Sydney,2000,200m,Freestyle,0,Women,RUS,Nadezhda Chemezova,01:58.9,4
Sydney,2000,200m,Freestyle,0,Women,BLR,Natalia Baranovskaya-Khatziloizou,01:59.3,4
Sydney,2000,200m,Freestyle,0,Women,ROU,Camelia Alina Potec,01:59.5,4
Sydney,2000,200m,Freestyle,0,Women,CHN,Luna Wang,01:59.6,4
Sydney,2000,200m,Individual medley,0,Men,ITA,Massimiliano Rosolino,01:59.0,1
Sydney,2000,200m,Individual medley,0,Men,USA,Tom Dolan,01:59.8,2
Sydney,2000,200m,Individual medley,0,Men,USA,Tom Wilkens,02:00.9,3
Sydney,2000,200m,Individual medley,0,Men,HUN,Attila Czene,02:01.2,4
Sydney,2000,200m,Individual medley,0,Men,NED,Marcel Wouda,02:01.5,4
Sydney,2000,200m,Individual medley,0,Men,GER,Christian Keller,02:02.0,4
Sydney,2000,200m,Individual medley,0,Men,FRA,Xavier Marchand,02:02.2,4
Sydney,2000,200m,Individual medley,0,Men,FIN,Jani Sievinen,02:02.5,4
Sydney,2000,200m,Individual medley,0,Women,UKR,Yana Klochkova,02:10.7,1
Sydney,2000,200m,Individual medley,0,Women,ROU,Beatrice Caslaru,02:12.6,2
Sydney,2000,200m,Individual medley,0,Women,USA,Cristina Teuscher,02:13.3,3
Sydney,2000,200m,Individual medley,0,Women,CAN,Marianne Luise Limpert,02:13.4,4
Sydney,2000,200m,Individual medley,0,Women,CAN,Joanne Susan Malar,02:13.7,4
Sydney,2000,200m,Individual medley,0,Women,RUS,Oxana Verevka,02:13.9,4
Sydney,2000,200m,Individual medley,0,Women,USA,Gabrielle Rose,02:14.8,4
Sydney,2000,200m,Individual medley,0,Women,JPN,Tomoko Hagiwara,02:15.6,4
Sydney,2000,400m,Freestyle,0,Men,AUS,Ian Thorpe,03:40.6,1
Sydney,2000,400m,Freestyle,0,Men,ITA,Massimiliano Rosolino,03:43.4,2
Sydney,2000,400m,Freestyle,0,Men,USA,Klete Keller,03:47.0,3
Sydney,2000,400m,Freestyle,0,Men,ITA,Emiliano Brembilla,03:47.0,4
Sydney,2000,400m,Freestyle,0,Men,ROU,Dragos Cristian Coman,03:47.4,4
Sydney,2000,400m,Freestyle,0,Men,USA,Chad Carvin,03:47.6,4
Sydney,2000,400m,Freestyle,0,Men,AUS,Grant Hackett,03:48.2,4
Sydney,2000,400m,Freestyle,0,Men,RSA,Ryk Neethling,03:48.5,4
Sydney,2000,400m,Freestyle,0,Women,USA,Brooke Bennett,04:05.8,1
Sydney,2000,400m,Freestyle,0,Women,USA,Diana Munz,04:07.1,2
Sydney,2000,400m,Freestyle,0,Women,CRC,Claudia Poll Ahrens,04:07.8,3
Sydney,2000,400m,Freestyle,0,Women,JAM,Janelle Atkinson,04:08.8,4
Sydney,2000,400m,Freestyle,0,Women,RUS,Nadezhda Chemezova,04:10.4,4
Sydney,2000,400m,Freestyle,0,Women,GER,Hannah Stockbauer,04:10.4,4
Sydney,2000,400m,Freestyle,0,Women,NED,Carla Louise Geurts,04:12.4,4
Sydney,2000,400m,Freestyle,0,Women,CHN,Hua Chen,04:13.1,4
Sydney,2000,400m,Individual medley,0,Men,USA,Tom Dolan,04:11.8,1
Sydney,2000,400m,Individual medley,0,Men,USA,Erik Vendt,04:14.2,2
Sydney,2000,400m,Individual medley,0,Men,CAN,Curtis Allen Myden,04:15.3,3
Sydney,2000,400m,Individual medley,0,Men,ITA,Alessio Boggiatto,04:15.9,4
Sydney,2000,400m,Individual medley,0,Men,RSA,Terence Parkin,04:16.9,4
Sydney,2000,400m,Individual medley,0,Men,AUS,Justin Norris,04:17.9,4
Sydney,2000,400m,Individual medley,0,Men,ROU,Cezar Alexandru Badita,04:20.9,4
Sydney,2000,400m,Individual medley,0,Men,JPN,Shinya Taniguchi,04:20.9,4
Sydney,2000,400m,Individual medley,0,Women,UKR,Yana Klochkova,04:33.6,1
Sydney,2000,400m,Individual medley,0,Women,JPN,Yasuko Tajima,04:36.0,2
Sydney,2000,400m,Individual medley,0,Women,ROU,Beatrice Caslaru,04:37.2,3
Sydney,2000,400m,Individual medley,0,Women,USA,Kaitlin Sandeno,04:41.0,4
Sydney,2000,400m,Individual medley,0,Women,GER,Nicole Hetzer,04:43.6,4
Sydney,2000,400m,Individual medley,0,Women,USA,Maddy Crippen,04:44.6,4
Sydney,2000,400m,Individual medley,0,Women,CAN,Joanne Susan Malar,04:45.2,4
Sydney,2000,400m,Individual medley,0,Women,AUS,Jennifer Reilly,04:46.0,4
Sydney,2000,4x100,Freestyle,1,Men,AUS,,03:13.7,2
Sydney,2000,4x100,Freestyle,1,Men,USA,"Josh Davis, Scott Tucker, Jason Lezak, Anthony Ervin, Neil Walker",03:13.9,3
Sydney,2000,4x100,Freestyle,1,Men,BRA,"Carlos Jayme, Edvaldo Silva Filho, Fernando Scherer, Gustavo Borges",03:17.4,4
Sydney,2000,4x100,Freestyle,1,Men,GER,"Torsten Spanneberg, Christian Tröger, Stephan Kunzelmann, Stefan Herbst, Lars Conrad",03:17.8,4
Sydney,2000,4x100,Freestyle,1,Men,ITA,"Lorenzo Vismara, Klaus Lanzarini, Simone Cercato, Massimiliano Rosolino",03:17.8,4
Sydney,2000,4x100,Freestyle,1,Men,SWE,"Lars Frolander, Stefan Nystrand, Johan Wallberg, Johan Nystroem, Mattias Ohlin",03:19.6,4
Sydney,2000,4x100,Freestyle,1,Men,FRA,"Nicolas Kintz, Frederick Bousquet, Romain Barnier, Hugo Viart",03:21.0,4
Sydney,2000,4x100,Freestyle,1,Men,RUS,"Andrey Kapralov, Alexander Popov, Denis Pimankov",,5
Sydney,2000,4x100,Freestyle,1,Women,USA,"Courtney Shealy, Dara Torres, Amy Van Dyken, Jenny Thompson, Ashley T Tappin, Erin Ashley Phenix",03:36.6,1
Sydney,2000,4x100,Freestyle,1,Women,NLD,"Chantal Groot, Inge De Bruijn, Wilma Van Rijn, Manon Van Rooijen, Thamar Henneken",03:39.8,2
Sydney,2000,4x100,Freestyle,1,Women,SWE,"Therese Alshammar, Anna-Karin Kammerling, Josefin Lillhage, Louise Johncke, Johanna Sjoberg, Malin Svahnstrom",03:40.3,3
Sydney,2000,4x100,Freestyle,1,Women,GER,"Antje Buschschulte, Katrin Meissner, Britta Steffen, Franziska Van Almsick, Kerstin Kielgass, Sandra Voelker, Daniela Samulski",03:40.3,4
Sydney,2000,4x100,Freestyle,1,Women,GBR,"Rosalind Brett, Susan Rolph, Alison Sheppard, Karen Pickering",03:40.5,4
Sydney,2000,4x100,Freestyle,1,Women,AUS,"Elka Graham, Susan O'Neill, Giaan Rooney, Sarah Ryan, Melanie Dodd",03:40.9,4
Sydney,2000,4x100,Freestyle,1,Women,CAN,"Shannon Shakespeare, Marianne Luise Limpert, Laura Nicholls, Jessica Deglau",03:42.9,4
Sydney,2000,4x100,Freestyle,1,Women,ITA,"Cecilia Vianini, Cristina Chiuso, Luisa Striani, Sara Parise",03:44.5,4
Sydney,2000,4x100,Medley,1,Men,USA,"Ian Crocker, Lenny Krayzelburg, Tommy Hannan, Jason Lezak, Ed Moses, Neil Walker",03:33.7,1
Sydney,2000,4x100,Medley,1,Men,AUS,"Michael Klim, Josh Watson, Adam Pine, Ian Thorpe, Matthew Welsh, Regan Harrison, Ryan Mitchell, Geoffrey Huegill",03:35.3,2
Sydney,2000,4x100,Medley,1,Men,GER,"Stev Theloke, Torsten Spanneberg, Thomas Rupprath, Jens Kruppa",03:35.9,3
Sydney,2000,4x100,Medley,1,Men,NLD,"Pieter Van Den Hoogenband, Mark Hermanus Veens, Joris Keizer, Klaas-Erik Zwering, Marcel Wouda",03:37.5,4
Sydney,2000,4x100,Medley,1,Men,HUN,"Zsolt Gaspar, Karoly Guttler, Attila Zubor, Peter Horvath",03:39.1,4
Sydney,2000,4x100,Medley,1,Men,CAN,"Michael Mintenko, Yannick Lupien, Morgan Knabe, Chris Renaud, Craig Hutchison, Shamek Pietucha",03:39.9,4
Sydney,2000,4x100,Medley,1,Men,FRA,"Frederick Bousquet, Franck Esposito, Hugues Duboscq, Simon Dufour",03:40.0,4
Sydney,2000,4x100,Medley,1,Men,GBR,"Neil Willey, Darren Mew, James Hickman, Sion Brinn",03:40.2,4
Sydney,2000,4x100,Medley,1,Women,USA,"Megan Quann, Courtney Shealy, Ashley T Tappin, Jenny Thompson, Dara Torres, Amy Van Dyken, Staciana Stitts, B J Bedford",03:58.3,1
Sydney,2000,4x100,Medley,1,Women,AUS,"Dyana Calub, Susan O'Neill, Petria Thomas, Leisel Jones, Tarnee White, Sarah Ryan, Giaan Rooney",04:01.6,2
Sydney,2000,4x100,Medley,1,Women,JPN,"Mai Nakamura, Sumika Minamoto, Masami Tanaka, Junko Onishi",04:04.2,3
Sydney,2000,4x100,Medley,1,Women,GER,"Franziska Van Almsick, Antje Buschschulte, Katrin Meissner, Sylvia Gerasch",04:04.3,4
Sydney,2000,4x100,Medley,1,Women,ZAF,"Sarah Poewe, Helene Muller, Charlene Wittstock, Amanda Loots",04:05.2,4
Sydney,2000,4x100,Medley,1,Women,CAN,"Laura Nicholls, Jen Button, Marianne Luise Limpert, Kelly Stefanyshyn, Christin Petelski, Michelle Lischinsky",04:07.5,4
Sydney,2000,4x100,Medley,1,Women,GBR,"Karen Pickering, Katy Sexton, Susan Rolph, Heidi Earp",04:07.6,4
Sydney,2000,4x100,Medley,1,Women,CHN,"Shu Zhan, Limin Liu, Xue Han, Hui Qi",04:07.8,4
Sydney,2000,4x200,Freestyle,1,Men,AUS,"Michael Klim, Todd Pearson, Daniel Kowalski, William Kirby, Grant Hackett, Ian Thorpe",07:07.1,1
Sydney,2000,4x200,Freestyle,1,Men,USA,"Nate Dusing, Scott Goldblatt, Josh Davis, Klete Keller, Chad Carvin, Jamie Rauch",07:12.6,2
Sydney,2000,4x200,Freestyle,1,Men,NLD,"Mark Van Der Zijden, Pieter Van Den Hoogenband, Marcel Wouda, Martijn Zuijdweg, Johan Kenkhuis",07:12.7,3
Sydney,2000,4x200,Freestyle,1,Men,ITA,,07:12.9,4
Sydney,2000,4x200,Freestyle,1,Men,GBR,"James Salter, Marc Spackman, Andrew Clayton, Edward Sinclair, Paul Rory Palmer",07:13.0,4
Sydney,2000,4x200,Freestyle,1,Men,GER,"Christian Keller, Stefan Herbst, Christian Tröger, Stefan Pohl, Michael Kiedel, Heiko Hell",07:20.2,4
Sydney,2000,4x200,Freestyle,1,Men,CAN,"Michael Mintenko, Yannick Lupien, Rick Say, Mark Johnston, Brian Johns",07:21.9,4
Sydney,2000,4x200,Freestyle,1,Men,RUS,"Aleksey Yegorov, Andrey Kapralov, Alexei Filipets, Serguei Lavrenov",07:24.4,4
Sydney,2000,4x200,Freestyle,1,Women,USA,"Samantha Arsenault, Julia Stowers, Jenny Thompson, Kim Black, Diana Munz, Lindsay Benko",07:57.8,1
Sydney,2000,4x200,Freestyle,1,Women,AUS,"Elka Graham, Giaan Rooney, Susan O'Neill, Petria Thomas, Jacinta Van Lint, Kirsten Thomson",07:58.5,2
Sydney,2000,4x200,Freestyle,1,Women,GER,"Sara Harstick, Kerstin Kielgass, Meike Freitag, Britta Steffen, Antje Buschschulte, Franziska Van Almsick",07:58.6,3
Sydney,2000,4x200,Freestyle,1,Women,ROU,"Camelia Alina Potec, Simona Paduraru, Florina Herea, Ioana Diaconescu, Beatrice Caslaru",08:01.6,4
Sydney,2000,4x200,Freestyle,1,Women,CAN,"Marianne Luise Limpert, Shannon Shakespeare, Joanne Susan Malar, Jessica Deglau, Jen Button",08:02.6,4
Sydney,2000,4x200,Freestyle,1,Women,GBR,"Karen Pickering, Karen Legg, Claire Huddart, Janine Belton",08:03.7,4
Sydney,2000,4x200,Freestyle,1,Women,ITA,"Sara Goffi, Cecilia Vianini, Luisa Striani, Sara Parise",08:04.7,4
Sydney,2000,4x200,Freestyle,1,Women,FRA,"Solenne Figues, Katarin Quelennec, Leatitia Choux",08:06.0,4
Sydney,2000,50m,Freestyle,0,Men,USA,"Gary Hall, Jr.",21.98,1
Sydney,2000,50m,Freestyle,0,Men,USA,Anthony Ervin,21.98,1
Sydney,2000,50m,Freestyle,0,Men,NED,Pieter Van Den Hoogenband,22.03,3
Sydney,2000,50m,Freestyle,0,Men,ITA,Lorenzo Vismara,22.11,4
Sydney,2000,50m,Freestyle,0,Men,POL,Bartosz Kizierowski,22.22,4
Sydney,2000,50m,Freestyle,0,Men,RUS,Alexander Popov,22.24,4
Sydney,2000,50m,Freestyle,0,Men,GBR,Mark Andrew Foster,22.41,4
Sydney,2000,50m,Freestyle,0,Men,UKR,Oleksandr Volynets,22.51,4
Sydney,2000,50m,Freestyle,0,Women,NED,Inge De Bruijn,24.32,1
Sydney,2000,50m,Freestyle,0,Women,SWE,Therese Alshammar,24.51,2
Sydney,2000,50m,Freestyle,0,Women,USA,Dara Torres,24.63,3
Sydney,2000,50m,Freestyle,0,Women,USA,Amy Van Dyken,25.04,4
Sydney,2000,50m,Freestyle,0,Women,SVK,Martina Moravcova,25.24,4
Sydney,2000,50m,Freestyle,0,Women,GER,Sandra Voelker,25.27,4
Sydney,2000,50m,Freestyle,0,Women,GBR,Alison Sheppard,25.45,4
Sydney,2000,50m,Freestyle,0,Women,JPN,Sumika Minamoto,25.65,4
Sydney,2000,800m,Freestyle,0,Women,USA,Brooke Bennett,08:19.7,1
Sydney,2000,800m,Freestyle,0,Women,UKR,Yana Klochkova,08:22.7,2
Sydney,2000,800m,Freestyle,0,Women,USA,Kaitlin Sandeno,08:24.3,3
Sydney,2000,800m,Freestyle,0,Women,SUI,Flavia Rigamonti,08:25.9,4
Sydney,2000,800m,Freestyle,0,Women,GER,Hannah Stockbauer,08:30.1,4
Sydney,2000,800m,Freestyle,0,Women,CHN,Hua Chen,08:30.6,4
Sydney,2000,800m,Freestyle,0,Women,GER,Jana Henke,08:32.0,4
Sydney,2000,800m,Freestyle,0,Women,JPN,Sachiko Yamada,08:37.4,4
Atlanta,1996,100m,Backstroke,0,Men,USA,Jeff Norman Rouse,54.1,1
Atlanta,1996,100m,Backstroke,0,Men,CUB,Rodolfo Falcon Cabrera,54.98,2
Atlanta,1996,100m,Backstroke,0,Men,CUB,Neisser Bent,55.02,3
Atlanta,1996,100m,Backstroke,0,Men,ESP,Martin Lopez Zubero,55.22,4
Atlanta,1996,100m,Backstroke,0,Men,USA,Tripp Schwenk,55.3,4
Atlanta,1996,100m,Backstroke,0,Men,ITA,Emanuele Merisi,55.53,4
Atlanta,1996,100m,Backstroke,0,Men,GER,Ralf Braun,55.56,4
Atlanta,1996,100m,Backstroke,0,Men,FRA,Franck Schott,55.76,4
Atlanta,1996,100m,Backstroke,0,Women,USA,Beth Botsford,01:01.2,1
Atlanta,1996,100m,Backstroke,0,Women,USA,Whitney L. Hedgepeth,01:01.5,2
Atlanta,1996,100m,Backstroke,0,Women,RSA,Marianne Kriel,01:02.1,3
Atlanta,1996,100m,Backstroke,0,Women,JPN,Mai Nakamura,01:02.3,4
Atlanta,1996,100m,Backstroke,0,Women,CHN,Yan Chen,01:02.5,4
Atlanta,1996,100m,Backstroke,0,Women,GER,Antje Buschschulte,01:02.5,4
Atlanta,1996,100m,Backstroke,0,Women,AUS,Nicole Livingstone,01:02.7,4
Atlanta,1996,100m,Backstroke,0,Women,JPN,Miki Nakao,01:02.8,4
Atlanta,1996,100m,Breaststroke,0,Men,BEL,Frederik Deburghgraeve,01:00.7,1
Atlanta,1996,100m,Breaststroke,0,Men,USA,Jeremy Linn,01:00.8,2
Atlanta,1996,100m,Breaststroke,0,Men,GER,Mark Warnecke,01:01.3,3
Atlanta,1996,100m,Breaststroke,0,Men,HUN,Karoly Guttler,01:01.5,4
Atlanta,1996,100m,Breaststroke,0,Men,AUS,Philip John Rogers,01:01.6,4
Atlanta,1996,100m,Breaststroke,0,Men,USA,Kurt Grote,01:01.7,4
Atlanta,1996,100m,Breaststroke,0,Men,CHN,Qiliang Zeng,01:02.0,4
Atlanta,1996,100m,Breaststroke,0,Men,RUS,Stanislav Lopukhov,01:02.1,4
Atlanta,1996,100m,Breaststroke,0,Women,RSA,Penelope Heyns,01:07.7,1
Atlanta,1996,100m,Breaststroke,0,Women,USA,Amanda Beard,01:08.1,2
Atlanta,1996,100m,Breaststroke,0,Women,AUS,Samantha Linette Riley,01:09.2,3
Atlanta,1996,100m,Breaststroke,0,Women,UKR,Svitlana Bondarenko,01:09.2,4
Atlanta,1996,100m,Breaststroke,0,Women,AUT,Vera Lischka,01:09.2,4
Atlanta,1996,100m,Breaststroke,0,Women,CAN,Guylaine Cloutier,01:09.4,4
Atlanta,1996,100m,Breaststroke,0,Women,HUN,Agnes Kovacs,01:09.6,4
Atlanta,1996,100m,Breaststroke,0,Women,BEL,Brigitte Becue,01:09.8,4
Atlanta,1996,100m,Butterfly,0,Men,RUS,Denis Pankratov,52.27,1
Atlanta,1996,100m,Butterfly,0,Men,AUS,Scott Miller,52.53,2
Atlanta,1996,100m,Butterfly,0,Men,RUS,Vladislav Kulikov,53.13,3
Atlanta,1996,100m,Butterfly,0,Men,CHN,Chengji Jiang,53.2,4
Atlanta,1996,100m,Butterfly,0,Men,POL,Rafal Szukala,53.29,4
Atlanta,1996,100m,Butterfly,0,Men,AUS,Michael Klim,53.3,4
Atlanta,1996,100m,Butterfly,0,Men,CAN,Stephen Clarke,53.33,4
Atlanta,1996,100m,Butterfly,0,Men,UKR,Pavlo Khnykin,53.58,4
Atlanta,1996,100m,Butterfly,0,Women,USA,Amy Van Dyken,59.13,4
Atlanta,1996,100m,Butterfly,0,Women,CHN,Limin Liu,59.14,4
Atlanta,1996,100m,Butterfly,0,Women,USA,Angel Martino,59.23,4
Atlanta,1996,100m,Butterfly,0,Women,JPN,Hitomi Kashima,01:00.1,1
Atlanta,1996,100m,Butterfly,0,Women,AUS,Susan O'Neill,01:00.2,2
Atlanta,1996,100m,Butterfly,0,Women,JPN,Ayari Aoyama,01:00.2,3
Atlanta,1996,100m,Butterfly,0,Women,CHN,Huijue Cai,01:00.5,4
Atlanta,1996,100m,Butterfly,0,Women,DEN,Mette Jacobsen,01:00.8,4
Atlanta,1996,100m,Freestyle,0,Men,RUS,Alexander Popov,48.74,1
Atlanta,1996,100m,Freestyle,0,Men,USA,"Gary Hall, Jr.",48.81,2
Atlanta,1996,100m,Freestyle,0,Men,BRA,Gustavo Borges,49.02,3
Atlanta,1996,100m,Freestyle,0,Men,NED,Pieter Van Den Hoogenband,49.13,4
Atlanta,1996,100m,Freestyle,0,Men,BRA,Fernando Scherer,49.57,4
Atlanta,1996,100m,Freestyle,0,Men,UKR,Pavlo Khnykin,49.65,4
Atlanta,1996,100m,Freestyle,0,Men,PUR,Ricardo Busquets Healy,49.68,4
Atlanta,1996,100m,Freestyle,0,Men,VEN,Francisco Sanchez,49.84,4
Atlanta,1996,100m,Freestyle,0,Women,CHN,Jingyi Le,54.5,1
Atlanta,1996,100m,Freestyle,0,Women,GER,Sandra Voelker,54.88,2
Atlanta,1996,100m,Freestyle,0,Women,USA,Angel Martino,54.93,3
Atlanta,1996,100m,Freestyle,0,Women,USA,Amy Van Dyken,55.11,4
Atlanta,1996,100m,Freestyle,0,Women,GER,Franziska Van Almsick,55.59,4
Atlanta,1996,100m,Freestyle,0,Women,AUS,Sarah Ryan,55.85,4
Atlanta,1996,100m,Freestyle,0,Women,DEN,Mette Jacobsen,56.01,4
Atlanta,1996,100m,Freestyle,0,Women,NED,Karin Brienesse,56.12,4
Atlanta,1996,1500m,Freestyle,0,Men,AUS,Kieren John Perkins,14:56.4,1
Atlanta,1996,1500m,Freestyle,0,Men,AUS,Daniel Kowalski,15:02.4,2
Atlanta,1996,1500m,Freestyle,0,Men,GBR,Graeme Smith,15:02.5,3
Atlanta,1996,1500m,Freestyle,0,Men,ITA,Emiliano Brembilla,15:08.6,4
Atlanta,1996,1500m,Freestyle,0,Men,RSA,Ryk Neethling,15:14.6,4
Atlanta,1996,1500m,Freestyle,0,Men,JPN,Masato Hirano,15:17.3,4
Atlanta,1996,1500m,Freestyle,0,Men,GER,Jörg Hoffmann,15:18.9,4
Atlanta,1996,1500m,Freestyle,0,Men,RUS,Aleksey Akatyev,15:21.7,4
Atlanta,1996,200m,Backstroke,0,Men,USA,Brad Bridgewater,01:58.5,1
Atlanta,1996,200m,Backstroke,0,Men,USA,Tripp Schwenk,01:59.0,2
Atlanta,1996,200m,Backstroke,0,Men,ITA,Emanuele Merisi,01:59.2,3
Atlanta,1996,200m,Backstroke,0,Men,POL,Bartosz Sikora,02:00.1,4
Atlanta,1996,200m,Backstroke,0,Men,JPN,Hajime Itoi,02:00.1,4
Atlanta,1996,200m,Backstroke,0,Men,ESP,Martin Lopez Zubero,02:00.7,4
Atlanta,1996,200m,Backstroke,0,Men,ITA,Mirko Mazzari,02:01.3,4
Atlanta,1996,200m,Backstroke,0,Men,CUB,Rodolfo Falcon Cabrera,02:08.1,4
Atlanta,1996,200m,Backstroke,0,Women,HUN,Krisztina Egerszegi,02:07.8,1
Atlanta,1996,200m,Backstroke,0,Women,USA,Whitney L. Hedgepeth,02:12.0,2
Atlanta,1996,200m,Backstroke,0,Women,GER,Cathleen Rund,02:12.1,3
Atlanta,1996,200m,Backstroke,0,Women,GER,Anke Scholz,02:12.9,4
Atlanta,1996,200m,Backstroke,0,Women,JPN,Miki Nakao,02:13.6,4
Atlanta,1996,200m,Backstroke,0,Women,NZL,Anna Katrina Simcic,02:14.0,4
Atlanta,1996,200m,Backstroke,0,Women,ITA,Lorenza Vigarani,02:14.6,4
Atlanta,1996,200m,Backstroke,0,Women,RUS,Nina Alexandrovna Zhivanevskaya,02:14.6,4
Atlanta,1996,200m,Breaststroke,0,Men,HUN,Norbert Rozsa,02:12.6,1
Atlanta,1996,200m,Breaststroke,0,Men,HUN,Karoly Guttler,02:13.0,2
Atlanta,1996,200m,Breaststroke,0,Men,RUS,Andrey Korneyev,02:13.2,3
Atlanta,1996,200m,Breaststroke,0,Men,GBR,Nick Gillingham,02:14.4,4
Atlanta,1996,200m,Breaststroke,0,Men,AUS,Philip John Rogers,02:14.8,4
Atlanta,1996,200m,Breaststroke,0,Men,POL,Marek Krawczyk,02:14.8,4
Atlanta,1996,200m,Breaststroke,0,Men,USA,Eric Wunderlich,02:15.7,4
