Id,AthleteId,RecruitType,Year,Ranking,Name,School,CommittedTo,Position,Height,Weight,Stars,Rating,City,StateProvince,Country,HometownInfo Latitude,HometownInfo Longitude,HometownInfo FipsCode
36313,,HighSchool,2016,1139,Parker Davis,Windermere Prep,,WR,71.5,167,3,0.8375,Windermere,FL,USA,28.4944695,-81.5345547,12095
36317,4032593,HighSchool,2016,1143,Marquis Lawson,Crenshaw,,WR,68,166,3,0.8372,Los Angeles,CA,USA,34.0536909,-118.2427666,6037
36318,4036771,HighSchool,2016,1144,Trevion Armstrong,Trinity Episcopal School,Nevada,WR,76,215,3,0.8371,Chesterfield,VA,USA,37.3770935,-77.5058196,51041
36328,4035386,HighSchool,2016,1154,Osirus Mitchell,Booker,Mississippi State,WR,77,200,3,0.8366,Sarasota,FL,USA,27.3364347,-82.5306527,12115
36345,,HighSchool,2016,1170,Roddrick Bryant,Christian Brothers College,,WR,74,185,3,0.8356,Saint Louis,MO,USA,38.6264178,-90.1998378,29510
36347,,HighSchool,2016,1172,Aidan Howard,Gateway,Virginia,WR,76,184,3,0.8355,Monroeville,PA,USA,40.4211798,-79.7881025,42003
36353,,HighSchool,2016,1178,Kolton Huber,St. Peters Prep,Pennsylvania,WR,74,195,3,0.8355,Jersey City,NJ,USA,40.7281575,-74.0776417,34017
36356,,HighSchool,2016,1181,Emmanuel Jones,Asheboro,East Carolina,WR,72,180,3,0.8355,Asheboro,NC,USA,35.7079146,-79.8136446,37151
36358,,HighSchool,2016,1183,Kalebb Perry,Mt. Pleasant Senior,Western Michigan,WR,74,180,3,0.8353,Mount Pleasant,MI,USA,43.597646,-84.7668495,26073
36367,4048245,HighSchool,2016,1192,Bubba Ogbebor,Heritage,Boise State,WR,72,191,3,0.835,Frisco,TX,USA,33.1506744,-96.8236116,48085
36372,4038514,HighSchool,2016,1197,Tahj Deans,Southern Nash,East Carolina,WR,74,185,3,0.8348,Bailey,NC,USA,35.7809129,-78.118429,37127
36375,,HighSchool,2016,1200,Adarrus Wilson,Morningside,San José State,WR,75,200,3,0.8348,Inglewood,CA,USA,33.9562003,-118.353132,6037
36409,,HighSchool,2016,1237,Jeremiah Lorick,Oak Hills,,WR,69.5,150,3,0.8333,Hesperia,CA,USA,34.4263886,-117.3008784,6071
67250,,HighSchool,2016,1242,Christian Bruce,Wilson,,WR,74,165,3,0.8333,Florence,SC,USA,34.1984435,-79.7671658,45041
67257,,HighSchool,2016,1249,Chris Paz,San Joaquin Memorial,,WR,75,205,3,0.8333,Fresno,CA,USA,36.7295295,-119.7088613,6019
67259,,HighSchool,2016,1251,J.J. Wills,Clovis,Idaho,WR,72,174,3,0.8333,Clovis,CA,USA,36.8252277,-119.7029194,6019
67264,,HighSchool,2016,1256,Kerry Buckle,John Curtis,,WR,73,165,3,0.8333,New Orleans,LA,USA,29.9499323,-90.0701156,22071
36413,,HighSchool,2016,1267,J'Shon Foster,Ferriday,,WR,77,210,3,0.8333,Ferriday,LA,USA,31.6301664,-91.5545649,22029
67276,,HighSchool,2016,1271,Jacob Brown,Intelli-school - Paradise Valley,South Dakota State,WR,72,171,3,0.8333,Phoenix,AZ,USA,33.4484367,-112.0741417,4013
67277,,HighSchool,2016,1272,Marlon Eugene,Royal Palm Beach,Southeast Missouri State,WR,72,190,3,0.8333,West Palm Beach,FL,USA,26.715364,-80.0532942,12099
67278,,HighSchool,2016,1273,Darreon Lockett,Pomona,,WR,68,169,3,0.8333,Pomona,CA,USA,34.0553813,-117.7517496,6037
67287,,HighSchool,2016,1282,Darryl Turner,DeMatha Catholic,Maryland,WR,69,192,3,0.8333,Hyattsville,MD,USA,38.9529442,-76.9408647,24033
36415,4037517,HighSchool,2016,1285,Roscoe Johnson,Union County,North Carolina,WR,74,180,3,0.8332,Union,SC,USA,34.7151939,-81.6237462,45087
36417,,HighSchool,2016,1287,Josiah Westbrook,Squalicum,Washington State,WR,73,178,3,0.8331,Bellingham,WA,USA,48.7544012,-122.4788361,53073
36439,,HighSchool,2016,1309,Brandolin Perdue,Daphne,,WR,69,160,3,0.8321,Daphne,AL,USA,30.6035255,-87.9036047,1003
36440,4035712,HighSchool,2016,1310,Terrance Landers Jr.,Dunbar,Purdue,WR,76,170,3,0.8321,Dayton,OH,USA,39.7589478,-84.1916069,39113
36442,4039260,HighSchool,2016,1312,Bailey Edwards,Chelsea,Central Michigan,WR,73.5,177,3,0.8321,Pinckney,MI,USA,42.4567013,-83.9463359,26093
36451,4039388,HighSchool,2016,1321,Anselem Umeh,St. John Bosco,,WR,70,177,3,0.8319,Bellflower,CA,USA,33.8825705,-118.1167679,6037
36452,,HighSchool,2016,1322,Javonte Ferguson,Oakleaf,Purdue,WR,67,157,3,0.8318,Orange Park,FL,USA,30.1654707,-81.7016346,12019
38175,4051453,HighSchool,2016,1329,Parker Orgeron,Mandeville,McNeese,WR,71,172,3,0.8316,Mandeville,LA,USA,30.3582305,-90.0657477,22103
36469,4037428,HighSchool,2016,1340,Noah Ellison,Timber Creek,Old Dominion,WR,74,195,3,0.8314,Sicklerville,NJ,USA,39.7173375,-74.9693329,34007
36476,4045291,HighSchool,2016,1347,Taysir Mack,Grand Street,Indiana,WR,75,175,3,0.8311,Brooklyn,NY,USA,40.6501038,-73.9495823,36047
36478,4039000,HighSchool,2016,1349,Aaron Fuller,Lovejoy,Washington,WR,71,175,3,0.8311,Allen,TX,USA,33.1031744,-96.6705503,48085
36479,,HighSchool,2016,1350,Donell Dunn,Cy Springs,Abilene Christian,WR,71.5,192,3,0.831,Cypress,TX,USA,29.9691116,-95.6971686,48201
36480,4044095,HighSchool,2016,1351,Quayvon Skanes,Phillips Academy,Connecticut,WR,70,170,3,0.8309,Chicago,IL,USA,41.8755616,-87.6244212,17031
36503,,HighSchool,2016,1374,Daquan Smith,McComb,,WR,68,170,3,0.8299,Mccomb,MS,USA,31.2437872,-90.4531536,28113
36506,,HighSchool,2016,1377,Deshon Cowling,Pike County,,WR,72,176,3,0.8299,Brundidge,AL,USA,31.7201615,-85.8160567,1109
36516,-1036116,HighSchool,2016,1388,Obi Anunike,Olentangy,Toledo,WR,75,195,3,0.8297,Lewis Center,OH,USA,40.1983958,-83.0101843,39041
36523,,HighSchool,2016,1396,Dae'lun Darien,Dunbar,Penn State,WR,76,205,3,0.829,Baltimore,MD,USA,39.2908816,-76.610759,24510
36531,4039360,HighSchool,2016,1404,John Williams,Destrehan,Memphis,WR,69,165,3,0.8288,Destrehan,LA,USA,29.960933,-90.37054071,22089
36532,4037366,HighSchool,2016,1405,Ty Lee,Colquitt County,Middle Tennessee,WR,68,160,3,0.8288,Moultrie,GA,USA,31.179998,-83.7887928,13071
36534,4037378,HighSchool,2016,1407,Reginald Henderson,Clewiston,Middle Tennessee,WR,76,198,3,0.8287,Clewiston,FL,USA,26.7542312,-80.9336753,12051
36551,4056041,HighSchool,2016,1424,Andre Collins,Mater Dei,UNLV,WR,77,195,3,0.828,Santa Ana,CA,USA,33.7494951,-117.8732213,6059
36557,-1013891,HighSchool,2016,1430,Phil Benker,Sandalwood,Indiana,WR,74,190,3,0.8279,Jacksonville,FL,USA,30.3321838,-81.655651,12031
36571,,HighSchool,2016,1445,Elijah J Robinson,Montclair,UMass,WR,74,170,3,0.8266,Montclair,NJ,USA,40.8164458,-74.2210643,34013
36572,4035288,HighSchool,2016,1446,Jackson Winrow,Shawnee,Vanderbilt,WR,74,180,3,0.8266,Shawnee,OK,USA,35.3272928,-96.9253004,40125
36597,3131184,HighSchool,2016,1472,Tim Jackson,Allderdice,,WR,73,162,3,0.8254,Pittsburgh,PA,USA,40.4416941,-79.9900861,42003
36602,4039500,HighSchool,2016,1477,Neru N'Shaka,Hallandale,Toledo,WR,70,180,3,0.8252,Hallandale,FL,USA,25.9856006,-80.13999671,12011
36619,-1031352,HighSchool,2016,1494,Cameron Smith,Eleanor Roosevelt,San José State,WR,73,175,3,0.8247,Corona,CA,USA,33.8752945,-117.5664449,6065
36622,-1041686,HighSchool,2016,1497,Jeremiah Brown,Southwest Guilford,Wake Forest,WR,74,173,3,0.8246,High Point,NC,USA,35.9556924,-80.0053176,37081
36623,4040882,HighSchool,2016,1498,Derrion Rakestraw,Sequoyah,Colorado,WR,74,175,3,0.8244,Canton,GA,USA,34.2367621,-84.4907621,13057
36627,-1020023,HighSchool,2016,1502,Stori Emerson,Ben Davis,Miami (OH),WR,74,190,3,0.8242,Indianapolis,IN,USA,39.7683331,-86.1583502,18097
36647,-1000479,HighSchool,2016,1522,Bryce Dixon,Green Hope,NC State,WR,75,210,3,0.8236,Cary,NC,USA,35.7883046,-78.7811964,37183
36655,4261629,HighSchool,2016,1530,Tim Wilson,Plano East,San Diego State,WR,76,190,3,0.8232,Plano,TX,USA,33.0136764,-96.6925096,48085
36657,4029577,HighSchool,2016,1532,Khris Vaughn,Redlands East Valley,UC Davis,WR,73,190,3,0.8231,Redlands,CA,USA,34.055735,-117.1888961,6071
36671,,HighSchool,2016,1547,Stephen Houston,Oxnard,,WR,75,200,3,0.8225,Oxnard,CA,USA,34.1976308,-119.1803818,6111
36691,,HighSchool,2016,1561,Jaylin Clark-McNatte,Coral Gables Senior,,WR,75,195,3,0.8222,Miami,FL,USA,25.7742658,-80.1936589,12086
36689,4570497,HighSchool,2016,1564,Jarrin Pierce,Bishop Alemany,Northern Colorado,WR,70,171,3,0.8222,Mission Hills,CA,USA,34.687584,-120.4390175,6083
36690,4029558,HighSchool,2016,1565,Jared Harrell,St. John Bosco,UC Davis,WR,74,190,3,0.8222,Bellflower,CA,USA,33.8825705,-118.1167679,6037
36688,,HighSchool,2016,1567,Jordan Riordan,Loyola,,WR,70,174,3,0.8222,Los Angeles,CA,USA,34.0536909,-118.2427666,6037
36711,-1029692,HighSchool,2016,1587,Benaiah Franklin,Wheeler,Purdue,WR,73,205,3,0.8215,Marietta,GA,USA,33.9528472,-84.5496148,13067
36712,4043161,HighSchool,2016,1588,Antoine Wesley,Steele,Texas Tech,WR,76,180,3,0.8215,Cibolo,TX,USA,29.5707831,-98.2330927,48187
36715,,HighSchool,2016,1590,Kalen Riles,James Rickards,,WR,73,166,3,0.8215,Tallahassee,FL,USA,30.4380832,-84.2809332,12073
36717,4036926,HighSchool,2016,1592,Kjetil Cline,IMG Academy,Army,WR,72,193,3,0.8214,Bradenton,FL,USA,27.4989278,-82.5748194,12081
36733,4044520,HighSchool,2016,1609,Brennon Dingle,Archbishop Spalding,UMass,WR,70,170,3,0.8211,Baltimore,MD,USA,39.2908816,-76.610759,24510
36750,4044534,HighSchool,2016,1625,Sadiq Palmer,Red Bank Reg,UMass,WR,75,185,3,0.82,Little Silver,NJ,USA,40.3367769,-74.0470837,34025
36753,,HighSchool,2016,1628,Jailyn Ingram,Morgan County,,WR,77.5,210,3,0.8199,Madison,GA,USA,33.5956814,-83.467944,13211
36759,,HighSchool,2016,1635,Conner O'Donnell,CFA Academy,,WR,72,160,3,0.8196,Huntersville,NC,USA,35.410845,-80.8429094,37119
36768,-1043104,HighSchool,2016,1644,Chris Cotto,Hallandale,Western Kentucky,WR,71,180,3,0.819,Hallandale,FL,USA,25.9856006,-80.13999671,12011
36773,4039660,HighSchool,2016,1649,Josh Stewart,Cedar Hill,Tulsa,WR,74,180,3,0.8187,Cedar Hill,TX,USA,32.5888072,-96.9553675,48113
36778,,HighSchool,2016,1654,Karon Randolph,East St. Louis,,WR,76,190,3,0.8187,East Saint Louis,IL,USA,38.6244952,-90.1509429,17163
36780,4046565,HighSchool,2016,1656,Isaiah Harris,All Saints Episcopal,Kansas State,WR,68.5,165,3,0.8184,Fort Worth,TX,USA,32.753177,-97.3327459,48439
36781,,HighSchool,2016,1657,Michael Jackson,Columbia,Georgia Southern,WR,70,169,3,0.8183,Lake City,FL,USA,30.1896756,-82.6392899,12023
36788,4039089,HighSchool,2016,1664,Cameron Odom,Bedford,Ohio,WR,73,172,3,0.818,Bedford,OH,USA,41.39311,-81.536509,39035
36795,-1020025,HighSchool,2016,1672,DeAndre Huff,Newton,Miami (OH),WR,72,185,3,0.8177,Covington,GA,USA,33.5967815,-83.8601827,13217
36798,,HighSchool,2016,1678,Quandarius Weaver,Central,,WR,76,190,3,0.8173,Phenix City,AL,USA,32.4709761,-85.0007653,1113
36807,4035896,HighSchool,2016,1685,Evan Fairs,Foster,Kansas,WR,74,180,3,0.8167,Richmond,TX,USA,29.5821811,-95.7607832,48157
36827,,HighSchool,2016,1707,Kolby Easley,Northview,,WR,73,172,3,0.8154,Dothan,AL,USA,31.2237434,-85.3933906,1069
36837,4043019,HighSchool,2016,1717,Hunter Broersma,Mona Shores,Western Michigan,WR,73,190,3,0.815,Muskegon,MI,USA,43.2341813,-86.2483921,26121
36844,4036354,HighSchool,2016,1724,Anthony Hawkins,Bowie,Colorado State,WR,70,180,3,0.8147,Arlington,TX,USA,32.701939,-97.10562379,48439
36845,,HighSchool,2016,1725,Jay Griffin,Huntsville,New Mexico,WR,70,170,3,0.8147,Huntsville,TX,USA,30.7235263,-95.5507771,48471
36848,4038464,HighSchool,2016,1728,Obi Obialo,Coppell,,WR,75,200,3,0.8147,Coppell,TX,USA,32.9552598,-97.0155703,48113
36850,,HighSchool,2016,1730,Anthony Gaiter IV,Westminster Christian School,Florida International,WR,70,160,3,0.8147,Miami,FL,USA,25.7742658,-80.1936589,12086
36855,,HighSchool,2016,1735,David Beasley,Pine Bluff,Louisiana Tech,WR,74.5,180,3,0.8142,Pine Bluff,AR,USA,34.2157064,-92.0140402,5069
36863,4051750,HighSchool,2016,1743,Kyle Anthony,Miramar,,WR,75,180,3,0.8134,Hollywood,FL,USA,26.0112014,-80.1494901,12011
36872,,HighSchool,2016,1752,Montray Smith,Miami Carol City,,WR,75,185,3,0.8132,Opa Locka,FL,USA,25.89673385,-80.25949641,12086
36877,4037480,HighSchool,2016,1757,Thomas Geddis,Blanche Ely,Cincinnati,WR,74,160,3,0.8132,Pompano Beach,FL,USA,26.2378597,-80.1247667,12011
36882,4038721,HighSchool,2016,1762,Mohamed Jabbie,South Brunswick,Rutgers,WR,71,165,3,0.813,Monmouth Junction,NJ,USA,40.3789957,-74.5465436,34023
36886,,HighSchool,2016,1766,Jassiem Wills,Clovis,Idaho,WR,71.5,183,3,0.8128,Clovis,CA,USA,36.8252277,-119.7029194,6019
36887,-1035764,HighSchool,2016,1767,Douglas Coleman,Zachary,Texas Tech,WR,73,175,3,0.8127,Zachary,LA,USA,30.6485191,-91.1564961,22033
36902,4043027,HighSchool,2016,1784,Brad Tanner,Romeo,Western Michigan,WR,74,185,3,0.812,Romeo,MI,USA,42.802808,-83.0129874,26099
36908,-1039639,HighSchool,2016,1790,Jesse Ebozue,Bowie,UT San Antonio,WR,74,193,3,0.8116,Arlington,TX,USA,32.701939,-97.10562379,48439
38370,,HighSchool,2016,1794,Joseph Richard,C.P.A.,Chattanooga,WR,74,185,3,0.8115,Nashville,TN,USA,36.1622296,-86.7743531,47037
36917,4033822,HighSchool,2016,1800,Dominic Thieman,St. Thomas Aquinas,Illinois,WR,75,184,3,0.8114,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011
36922,4051271,HighSchool,2016,1805,Vincent Heard,Narbonne,Northern Colorado,WR,71,160,3,0.8113,Harbor City,CA,USA,33.7972822,-118.3004717,6037
36935,4044104,HighSchool,2016,1818,DeVontres Dukes,Wharton,South Florida,WR,76,203,3,0.8113,Tampa,FL,USA,27.9477595,-82.458444,12057
36943,4037492,HighSchool,2016,1826,Jerron Rollins,Columbus,Cincinnati,WR,74,175,3,0.8111,Miami,FL,USA,25.7742658,-80.1936589,12086
36957,,HighSchool,2016,1835,James Jackson,Dillard,,WR,75,184,3,0.8111,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011
38490,4362034,HighSchool,2016,1840,Justin Garrett,Richard Gahr,,WR,71,160,3,0.8111,Cerritos,CA,USA,33.8644291,-118.0539323,6037
36955,,HighSchool,2016,1843,Isaiah Owens,Cane Ridge,,WR,74,175,3,0.8111,Antioch,TN,USA,36.0806394,-83.7799037,47093
36973,4578902,HighSchool,2016,1861,Jordan Brown,Stillwater,Tulsa,WR,73,198,3,0.8106,Stillwater,OK,USA,36.1156306,-97.0585717,40119
36975,4039198,HighSchool,2016,1863,Nolan Givan,Berkley,Ball State,WR,76,220,3,0.8106,Berkley,MI,USA,42.5030909,-83.1835389,19015
36977,-1006997,HighSchool,2016,1865,Tyrin Summers,Clewiston,Cincinnati,WR,69,160,3,0.8104,Clewiston,FL,USA,26.7542312,-80.9336753,12051
36988,,HighSchool,2016,1877,Devin Judd,Good Counsel,Harvard,WR,72,160,3,0.8099,Olney,MD,USA,39.1532123,-77.0668408,24031
36990,,HighSchool,2016,1879,Jai Creamer,Rome,Samford,WR,75,220,3,0.8099,Rome,GA,USA,34.257038,-85.1646726,13115
37065,,HighSchool,2016,1882,Calvin Jackson,Coral Springs Charter,Toledo,WR,69,160,3,0.806,Pompano Beach,FL,USA,26.2378597,-80.1247667,12011
36996,,HighSchool,2016,1885,Gene Coleman,Bergen Catholic,Rhode Island,WR,72,187,3,0.8096,Oradell,NJ,USA,40.9543943,-74.0308504,34003
37001,4043606,HighSchool,2016,1890,Willie Johnson,South Fort Myers,Marshall,WR,72,170,3,0.8092,Fort Myers,FL,USA,26.640628,-81.8723084,12071
37011,4361896,HighSchool,2016,1900,Diondre Champaigne,Fort Dorchester,South Carolina,WR,75,180,3,0.8083,North Charleston,SC,USA,32.9131295,-80.0629982,45019
37022,4036838,HighSchool,2016,1911,Isiah Macklin,Green Valley,San Diego State,WR,77,195,3,0.808,Henderson,NV,USA,36.0301134,-114.9826194,32003
37028,4039092,HighSchool,2016,1917,Tyler Tupa,Brecksville-Broadview Heights,Ohio,WR,73,185,3,0.808,Broadview Heights,OH,USA,41.3139426,-81.6851271,39035
37037,4039468,HighSchool,2016,1926,Andrew Parchment,Cypress Bay,Northern Illinois,WR,75,180,3,0.8076,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011
37038,4037564,HighSchool,2016,1927,Jahcour Pearson,Charles W Flanagan,Western Kentucky,WR,68,170,3,0.8075,Pompano Beach,FL,USA,26.2378597,-80.1247667,12011
37039,4039365,HighSchool,2016,1928,Jahod Booker,Park Crossing,Memphis,WR,70,185,3,0.8075,Montgomery,AL,USA,32.3669656,-86.3006485,1101
37050,,HighSchool,2016,1939,Braylon Royal,Mansfield Timberview,,WR,71,165,3,0.8068,Arlington,TX,USA,32.701939,-97.10562379,48439
67300,,HighSchool,2016,1954,Calvin Jackson Jr.,Coral Springs Charter,Toledo,WR,69,160,3,0.806,Pompano Beach,FL,USA,26.2378597,-80.1247667,12011
37070,4044143,HighSchool,2016,1959,Randle Jones,Miami Beach Senior,Temple,WR,70.5,160,3,0.8058,Miami Beach,FL,USA,25.7929198,-80.1353006,12086
37071,4035099,HighSchool,2016,1960,Dimetrios Mason,Grayson,Missouri,WR,72,170,3,0.8058,Loganville,GA,USA,33.8389977,-83.9007382,13297
37081,,HighSchool,2016,1970,Jacquez Williams,Liberty County,Wake Forest,WR,74,197,3,0.8049,Hinesville,GA,USA,31.8477298,-81.5960354,13179
37094,,HighSchool,2016,1984,Malik Talley,Scottsboro Sch,,WR,75,180,3,0.8039,Scottsboro,AL,USA,34.6731323,-86.0338765,1071
37104,4042816,HighSchool,2016,1994,Kee Whetzel,Countryside,Oregon State,WR,,186,3,0.8036,Clearwater,FL,USA,27.9658533,-82.8001026,12103
37123,-1007013,HighSchool,2016,2014,Marcel Paul,Cass Technical,Cincinnati,WR,73,170,3,0.8026,Detroit,MI,USA,42.3315509,-83.0466403,26163
37128,4052208,HighSchool,2016,2019,Mekhi Stevenson,Helix,UNLV,WR,72,180,3,0.8025,La Mesa,CA,USA,32.7678288,-117.0230839,6073
37146,,HighSchool,2016,2037,C.J. Windham,McEachern,Middle Tennessee,WR,74,190,3,0.8015,Powder Springs,GA,USA,33.8595492,-84.683824,13067
37147,4030926,HighSchool,2016,2038,Isaiah Weston,St. Michael-albertville Senior,Northern Iowa,WR,76,190,3,0.8015,Albertville,MN,USA,45.2363165,-93.6581301,27171
37150,-1044085,HighSchool,2016,2041,Parker Dumas,Mount Si,Wyoming,WR,76,200,3,0.8014,Snoqualmie,WA,USA,47.5289527,-121.8270932,53033
67303,,HighSchool,2016,2044,Curtis Hollis,Mansfield Summit,,WR,77,180,3,0.8014,Arlington,TX,USA,32.701939,-97.10562379,48439
37163,,HighSchool,2016,2055,Bryston Cummings,Horn,,WR,75,193,3,0.8005,Mesquite,TX,USA,32.7666103,-96.599472,48113
37166,,HighSchool,2016,2058,CJ Harris,Redlands East Valley,UNLV,WR,73,186,3,0.8005,Redlands,CA,USA,34.055735,-117.1888961,6071
38400,,HighSchool,2016,2064,Jeshua Hodges,MacArthur,,WR,74,163,3,0.8004,Irving,TX,USA,32.8295183,-96.9442177,48113
37174,,HighSchool,2016,2067,Reed Klubnik,Westlake,Yale,WR,75,170,3,0.8004,Austin,TX,USA,30.2711286,-97.7436995,48453
37190,,HighSchool,2016,2084,DeShawn Lookout,Westmoore,,WR,74.5,183,3,0.7999,Oklahoma City,OK,USA,35.4729886,-97.5170536,40109
37195,4035315,HighSchool,2016,2089,Christian McStravick,Strake Jesuit,Boston College,WR,76,200,3,0.7998,Houston,TX,USA,29.7589382,-95.3676974,48201
37200,-1025087,HighSchool,2016,2094,Daeshawn Stephens,Hillside,NC State,WR,74,190,3,0.7996,Durham,NC,USA,35.996653,-78.9018053,37063
37211,4051572,HighSchool,2016,2106,Christian Booker,De La Salle,Nicholls,WR,75.5,191,3,0.7991,New Orleans,LA,USA,29.9499323,-90.0701156,22071
37258,4239968,HighSchool,2016,2152,Geraud Sanders,Bishop Dunne,Air Force,WR,75,185,2,0.7965,Dallas,TX,USA,32.7762719,-96.7968559,48113
37259,,HighSchool,2016,2153,Demetrius White,Dillard,,WR,74,190,2,0.7965,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011
37349,,HighSchool,2016,2166,Terrance Watkins,Athens,Southern Mississippi,WR,73,170,2,0.7924,Athens,AL,USA,34.8283825,-86.91713375,1083
37351,-1010562,HighSchool,2016,2168,Stantley Thomas,North Port,Florida International,WR,72.5,168,2,0.7924,North Port,FL,USA,27.044224,-82.2359254,12115
38426,,HighSchool,2016,2178,Thomas Nolley,South Hills,Stephen F. Austin,WR,75,195,2,0.7954,Fort Worth,TX,USA,32.753177,-97.3327459,48439
37282,,HighSchool,2016,2179,Darrell Baldwin Jr.,West Brook,,WR,73,180,2,0.7954,Beaumont,TX,USA,30.0860459,-94.1018461,48245
37286,4037122,HighSchool,2016,2185,Carl Jones,St. Edward,Syracuse,WR,74,175,2,0.7952,Lakewood,OH,USA,41.4819932,-81.7981908,39035
37291,4044144,HighSchool,2016,2190,Kenny Yeboah,Parkland,Temple,WR,77,210,2,0.7949,Allentown,PA,USA,40.6022059,-75.4712794,42077
37298,4039072,HighSchool,2016,2197,Rico Bussey,Lawton,North Texas,WR,73,163,2,0.7944,Lawton,OK,USA,34.6086854,-98.3903305,40031
37308,4037235,HighSchool,2016,2207,Greg Dortch,Highland Springs,Wake Forest,WR,68,150,2,0.7937,Highland Springs,VA,USA,37.5460121,-77.3278441,51087
37309,4040779,HighSchool,2016,2208,John Mitchell,Lawton Chiles,Florida Atlantic,WR,74.5,180,2,0.7934,Tallahassee,FL,USA,30.4380832,-84.2809332,12073
37311,,HighSchool,2016,2210,Trevor Laurent,Armwood,Bethune-Cookman,WR,68,170,2,0.7932,Seffner,FL,USA,27.998541,-82.274884,12057
37320,4259215,HighSchool,2016,2219,Keoni-Kordell Makekau,Iolani School,Navy,WR,71,170,2,0.7932,Honolulu,HI,USA,21.304547,-157.8556764,15003
37321,4037438,HighSchool,2016,2220,Scott McCluney,Gaffney,Old Dominion,WR,73,185,2,0.7932,Gaffney,SC,USA,35.0717945,-81.6498195,45021
37324,,HighSchool,2016,2223,Hartman Rector,Logan,Utah State,WR,73,190,2,0.7931,Logan,UT,USA,41.7313447,-111.8348631,49005
37329,-1030299,HighSchool,2016,2228,Ahmed Bah,Grand Street,Rutgers,WR,76,191,2,0.7931,Brooklyn,NY,USA,40.6501038,-73.9495823,36047
37336,-1030710,HighSchool,2016,2236,Joshua Shelmire,Lutheran South Academy,SMU,WR,74,185,2,0.7924,Houston,TX,USA,29.7589382,-95.3676974,48201
67309,4050373,HighSchool,2016,2249,Quez Watkins,Athens,Southern Mississippi,WR,73,170,2,0.7924,Athens,AL,USA,34.8283825,-86.91713375,1083
67310,4046353,HighSchool,2016,2251,Stantley Thomas-Oliver,North Port,Florida International,WR,72,168,2,0.7924,North Port,FL,USA,27.044224,-82.2359254,12115
37353,-1007636,HighSchool,2016,2253,Jay King,Hillsboro,Coastal Carolina,WR,74,185,2,0.7924,Nashville,TN,USA,36.1622296,-86.7743531,47037
37363,4044079,HighSchool,2016,2263,Tyler Coyle,Windsor,Connecticut,WR,74,195,2,0.7917,Windsor,CT,USA,41.8525984,-72.6437022,9003
37365,-1004378,HighSchool,2016,2265,Damon Hazelton,St. Frances Academy,Ball State,WR,76,195,2,0.7917,Towson,MD,USA,39.4018552,-76.602388,24005
37369,4037311,HighSchool,2016,2269,Jalen Camp,South Forsyth,Georgia Tech,WR,74,210,2,0.7912,Cumming,GA,USA,34.2073196,-84.1401926,13117
37377,,HighSchool,2016,2277,Xavier Price,Judge Memorial Catholic,Air Force,WR,75,195,2,0.7905,Salt Lake City,UT,USA,40.7596198,-111.8867975,49035
37381,4032600,HighSchool,2016,2281,Robert Hayes Jr.,Salmen,Incarnate Word,WR,74,190,2,0.7903,Slidell,LA,USA,30.2751945,-89.7811745,22103
67311,,HighSchool,2016,2282,JoJo Ward,Midway,,WR,69,160,2,0.7903,Waco,TX,USA,31.549333,-97.1466695,48309
37384,,HighSchool,2016,2286,Brandon Taylor,Clear Brook,,WR,67,145,2,0.7903,Friendswood,TX,USA,29.5293998,-95.2010447,48167
37385,,HighSchool,2016,2287,Nathan Stewart,Bryan Adams,Sam Houston State,WR,73,170,2,0.7903,Dallas,TX,USA,32.7762719,-96.7968559,48113
37395,548083,HighSchool,2016,2299,Darius Anderson,Houston County,,WR,72,168,2,0.7898,Warner Robins,GA,USA,32.6200973,-83.606568,13153
37404,,HighSchool,2016,2311,Braxton Westfield,Christ Church Episcopal School,James Madison,WR,76,195,2,0.7898,Greenville,SC,USA,34.851354,-82.3984882,45045
37407,,HighSchool,2016,2314,Elijah Nelson,Phoebus,Hampton,WR,74,200,2,0.7898,Hampton,VA,USA,37.0520315,-76.2856365,51650
37411,,HighSchool,2016,2318,Raylon Richardson,Miller Grove,UAB,WR,76,180,2,0.7898,Lithonia,GA,USA,33.7123305,-84.1051939,13089
37414,4243717,HighSchool,2016,2323,Kerrick Jones,Whitehaven,Navy,WR,73,160,2,0.7898,Memphis,TN,USA,35.1490215,-90.0516285,47157
37419,-1001196,HighSchool,2016,2328,Crisjohn Roscoe,Duncan U. Fletcher,Appalachian State,WR,74,200,2,0.7893,Neptune Beach,FL,USA,30.311908,-81.3964734,12031
37422,,HighSchool,2016,2332,Mark Mims,Lancaster,,WR,70,180,2,0.7891,Lancaster,TX,USA,32.5920798,-96.7561083,48113
37429,,HighSchool,2016,2339,Antonio Hadden,Fort Pierce Central,Florida Atlantic,WR,74,200,2,0.7891,Fort Pierce,FL,USA,27.4467056,-80.3256056,12111
37447,-1043437,HighSchool,2016,2357,Rodney Graves,Cody,Western Michigan,WR,74,185,2,0.7891,Detroit,MI,USA,42.3315509,-83.0466403,26163
37451,4036448,HighSchool,2016,2361,Jalen Virgil,Mountain View,Appalachian State,WR,74,205,2,0.7891,Lawrenceville,GA,USA,33.9562149,-83.9879625,13135
