Bib,Name,Country,Division,Division_Rank,Overall_Time,Overall_Rank,Swim_Time,Swim_Rank,Bike_Time,Bike_Rank,Run_Time,Run_Rank,Finish_Status
2001,Ashley Forsyth,United States,F40-44,13,12:26:04,539,1:14:36,770,6:40:41,920,4:19:22,471,Finisher
2442,Vanessa Holland,United States,F40-44,12,12:24:32,533,1:14:05,726,6:31:52,789,4:20:43,489,Finisher
2494,Meghan Lout,United States,F45-49,10,12:23:56,529,1:27:50,1736,6:42:49,944,4:00:54,321,Finisher
2193,Rachelle Dion,Canada,F18-24,4,12:23:37,528,1:03:11,200,6:48:33,1028,4:12:18,402,Finisher
579,Patricia Kolias,United States,F55-59,3,12:21:13,517,1:26:09,1631,6:28:47,738,4:16:54,441,Finisher
1199,Russet Morrow,United States,F50-54,6,12:19:34,514,1:10:50,533,6:41:31,924,4:15:35,427,Finisher
2047,Sydney Delapp,United States,F18-24,3,12:18:33,509,00:57:28,88,6:33:48,818,4:36:20,676,Finisher
1335,Kristin Martin,United States,F40-44,11,12:18:08,505,1:19:15,1113,6:28:34,732,4:17:43,453,Finisher
1822,Deborah Battaglia,United States,F55-59,2,12:17:55,503,1:05:07,258,6:29:44,747,4:32:37,636,Finisher
1357,Natalie Kelly,United States,F25-29,13,12:17:45,501,00:58:52,119,6:46:11,984,4:23:33,520,Finisher
2156,Jaye Webster,Canada,F25-29,12,12:17:26,496,1:10:24,503,6:30:04,751,4:20:59,492,Finisher
1842,Isabelle Dickens,United States,F45-49,9,12:17:16,495,1:14:25,759,6:39:39,901,4:10:10,386,Finisher
993,Megan Lundgren,United States,F35-39,13,12:16:46,494,1:14:54,784,6:26:47,695,4:16:59,442,Finisher
885,Colleen Murray,United States,F50-54,5,12:16:22,493,1:26:25,1643,6:08:57,443,4:25:42,548,Finisher
2258,Haileigh Hopkin,Canada,F25-29,11,12:14:21,489,1:23:19,1418,6:39:01,894,3:56:26,285,Finisher
2080,Jayne Pilachowski,United States,F25-29,10,12:14:06,487,00:59:49,134,6:52:24,1088,4:11:34,397,Finisher
2008,Mariana Lara Albert,United States,F45-49,8,12:13:54,486,1:17:40,991,6:26:21,688,4:19:50,480,Finisher
888,Laura Ewald,United States,F35-39,12,12:13:29,483,1:14:26,761,6:34:30,833,4:12:40,403,Finisher
1549,Elizabeth Johnson,United States,F50-54,4,12:10:24,465,1:08:26,391,6:19:15,574,4:27:15,567,Finisher
2142,Amy Steffen,United States,F45-49,7,12:10:12,462,1:27:50,1735,6:30:32,768,3:58:34,302,Finisher
575,Lindsay Long,United States,F35-39,11,12:09:43,460,1:18:37,1071,6:05:45,412,4:37:25,689,Finisher
1773,Sarah Elliott,Canada,F40-44,10,12:08:21,459,1:15:42,849,6:20:26,593,4:18:05,460,Finisher
683,Sabrina Maltais,Canada,F35-39,10,12:05:35,450,1:08:00,369,6:17:36,555,4:25:49,552,Finisher
2385,Isabelle Harnois,Canada,F40-44,9,12:05:23,448,1:22:46,1376,6:25:26,670,4:04:31,347,Finisher
178,Holly Christensen,United States,F25-29,9,12:04:12,442,1:02:53,193,6:18:28,563,4:28:46,587,Finisher
379,Nancy Agrillo,United States,F55-59,1,12:02:11,430,1:31:32,1917,6:22:20,621,3:53:02,249,Finisher
481,Michelle Haslinger,United States,F40-44,8,12:00:23,421,1:23:59,1467,6:14:03,502,4:11:06,393,Finisher
490,Kat Wilcox,United States,F35-39,9,11:54:44,404,1:17:43,993,6:24:14,647,4:01:19,324,Finisher
307,Melyssa Brochu,Canada,F40-44,7,11:54:14,403,1:06:24,307,5:54:02,298,4:42:21,749,Finisher
1067,Rebecca Bader,United States,F45-49,6,11:53:50,401,1:15:26,828,6:27:22,702,4:00:32,319,Finisher
1879,Emily Salandro,United States,F40-44,6,11:53:27,399,00:59:51,137,6:26:35,692,4:16:35,434,Finisher
377,Samantha Davies,United States,F40-44,5,11:52:23,393,1:15:09,801,6:08:22,439,4:20:05,482,Finisher
2182,Krysta Veneruz,Canada,F25-29,8,11:50:49,385,1:12:48,646,6:11:34,474,4:15:17,424,Finisher
10038,Samantha Snukis,United States,FPRO,24,11:50:42,384,1:09:08,432,7:09:28,1348,3:22:02,83,Finisher
417,Kristin Jenny,United States,F25-29,7,11:48:42,377,1:05:01,255,6:10:13,457,4:23:44,523,Finisher
1775,Stephanie Snow,United States,F25-29,6,11:47:56,370,1:12:49,648,6:25:27,672,3:56:29,286,Finisher
2067,Kelly Fitzpatrick,United States,F25-29,5,11:46:51,367,1:08:23,389,6:23:43,641,4:04:59,350,Finisher
439,Shoko Okabe,United States,F30-34,7,11:45:42,361,1:20:01,1172,6:16:00,536,3:56:58,290,Finisher
400,Shana Poe,United States,F35-39,8,11:43:47,356,1:06:32,312,6:29:58,750,3:53:45,257,Finisher
356,Amy Hite,United States,F45-49,5,11:43:36,355,1:08:48,410,6:15:24,526,4:07:38,370,Finisher
1860,Laurence Lafreniere,Canada,F30-34,6,11:43:26,353,1:15:37,846,6:10:01,454,4:07:35,369,Finisher
242,Lily Paul,United States,F25-29,4,11:42:58,352,1:28:44,1791,6:33:55,822,3:24:05,88,Finisher
432,Isabel Bustamante,United States,F25-29,3,11:41:22,345,1:09:03,426,6:25:06,661,3:58:34,303,Finisher
1412,Rocio Fields,United States,F50-54,3,11:40:52,343,1:18:23,1047,6:04:24,395,3:59:58,314,Finisher
2028,Diane Soto,Guatemala,F35-39,7,11:40:14,339,1:19:42,1138,6:22:10,615,3:47:59,219,Finisher
1977,Julie Gadreau,Canada,F45-49,4,11:39:55,338,1:15:42,850,6:19:28,577,3:54:48,264,Finisher
2292,Katherine Hallock,United States,F35-39,6,11:38:42,337,1:15:15,813,6:31:39,785,3:33:42,139,Finisher
348,Rachael Markoe,United States,F25-29,2,11:38:01,333,00:58:48,118,6:13:45,495,4:15:17,423,Finisher
300,Kristy Blair,United States,F30-34,5,11:37:28,331,1:23:51,1458,5:59:03,344,4:02:59,336,Finisher
373,Jen Keith,United States,F35-39,5,11:34:49,323,1:00:03,141,6:16:54,547,4:07:13,367,Finisher
1606,Rebecca Stamp,United States,F45-49,3,11:34:46,322,1:04:24,232,6:08:19,438,4:14:20,418,Finisher
389,Genevieve Rochefort,United States,F45-49,2,11:33:58,318,1:18:35,1067,5:57:04,320,4:05:38,354,Finisher
391,Dana Hall,United States,F30-34,4,11:28:53,304,1:01:03,158,6:21:18,604,3:56:50,288,Finisher
1135,Johanna Hudson,Canada,F45-49,1,11:25:27,296,1:16:40,920,6:00:46,359,3:57:30,294,Finisher
562,Kelly Hoose,United States,F30-34,3,11:23:06,290,1:11:06,551,6:14:59,521,3:46:58,211,Finisher
10013,Olivia Dietzel,United States,FPRO,23,11:22:58,289,1:07:41,356,6:14:56,520,3:48:47,227,Finisher
880,Kayla Henderson,United States,F25-29,1,11:21:27,284,1:15:36,844,5:56:50,317,3:57:11,292,Finisher
2556,Jill Jacinth,United States,F30-34,2,11:18:56,279,1:05:22,264,5:58:18,332,4:06:28,359,Finisher
10040,Caroline Martineau,Canada,FPRO,22,11:17:14,276,1:10:46,529,5:55:18,305,3:57:52,297,Finisher
636,Kristen Lamb,United States,F50-54,2,11:16:22,271,1:10:51,534,5:58:46,343,3:57:34,295,Finisher
1621,Ha Na Lee,United States,F30-34,1,11:14:32,266,1:17:52,1007,5:51:16,277,3:56:07,281,Finisher
299,Claire Calkins,United States,F18-24,2,11:10:27,252,1:10:30,516,6:04:37,397,3:45:15,195,Finisher
870,Rachel Waller,United States,F35-39,4,11:09:53,249,1:13:53,713,5:58:37,340,3:43:00,183,Finisher
453,Sarah Latonas,Canada,F35-39,3,11:09:43,248,1:06:24,306,6:04:43,398,3:44:06,188,Finisher
1680,Desireé Wells,United States,F35-39,2,11:09:03,244,1:01:58,176,6:21:30,607,3:37:25,159,Finisher
10034,Anna Torres,Ecuador,FPRO,21,11:03:21,224,1:07:45,363,5:49:06,258,3:58:40,304,Finisher
370,Jennifer Smith,United States,F50-54,1,11:02:38,222,1:09:25,448,5:48:35,254,3:53:24,252,Finisher
457,Melissa Barrett,United States,F40-44,4,10:59:16,209,1:08:39,400,6:09:13,445,3:32:37,131,Finisher
327,Rebecca Hayes,United States,F40-44,3,10:48:38,186,1:05:01,254,5:48:54,256,3:45:16,196,Finisher
838,Jennie Hansen,United States,F40-44,2,10:40:38,171,1:05:56,288,5:47:59,252,3:37:22,156,Finisher
10029,Gabrielle Suver,United States,FPRO,20,10:38:48,161,1:07:42,359,5:44:05,227,3:39:21,168,Finisher
388,Lindsay Dibona,United States,F35-39,1,10:27:37,136,1:04:39,240,5:41:45,213,3:32:24,129,Finisher
10024,Clarice Chastang,United States,FPRO,19,10:25:58,132,1:06:36,318,5:52:52,288,3:18:10,69,Finisher
567,Ava Warfel,United States,F18-24,1,10:25:36,130,1:00:55,153,5:51:40,279,3:23:30,87,Finisher
10028,Leslie Peterson,United States,FPRO,18,10:19:46,116,1:06:16,300,5:41:40,212,3:24:30,91,Finisher
1725,Robyn Hardage,Canada,F40-44,1,10:16:30,114,1:01:50,170,5:38:13,198,3:28:42,110,Finisher
10023,Jessica Cullen,Canada,FPRO,17,10:15:55,112,1:09:27,456,5:42:53,221,3:17:28,67,Finisher
10037,Chelsea Bingham,United States,FPRO,16,10:08:18,104,00:58:26,102,5:34:41,173,3:27:29,103,Finisher
10031,Katie Colville,United States,FPRO,15,10:08:06,103,1:04:24,233,5:44:28,228,3:11:52,53,Finisher
10030,Deborah Eckhouse,Canada,FPRO,14,10:06:18,102,1:39:54,2160,5:08:30,74,3:10:12,45,Finisher
10027,Caitlin Alexander,United States,FPRO,13,10:05:21,101,1:04:47,242,5:35:36,181,3:16:24,62,Finisher
10025,Danielle Fauteux,Canada,FPRO,12,10:02:27,94,1:06:33,313,5:22:03,126,3:27:38,105,Finisher
10009,Lauren Brandon,United States,FPRO,11,10:00:47,90,00:50:04,11,5:18:54,109,3:45:57,203,Finisher
10022,Diana Castillo Franco,United States,FPRO,10,9:53:06,78,00:54:28,47,5:34:55,175,3:14:59,60,Finisher
10010,Penny Slater,Australia,FPRO,9,9:41:01,64,00:58:52,120,5:07:56,70,3:28:39,109,Finisher
10011,Giorgia Priarone,Italy,FPRO,8,9:36:55,60,1:01:43,168,5:13:54,91,3:15:08,61,Finisher
10007,Erin Schenkels,Canada,FPRO,7,9:25:31,47,00:58:48,117,5:16:02,98,3:03:29,25,Finisher
10017,Nina Derron,Switzerland,FPRO,6,9:25:18,46,00:57:46,93,5:10:58,83,3:11:10,48,Finisher
10021,Regan Hollioake,Australia,FPRO,5,9:21:06,43,00:55:29,60,5:08:07,72,3:11:29,50,Finisher
10019,Rachel Zilinskas,United States,FPRO,4,9:17:51,39,00:50:05,13,5:02:29,62,3:19:17,75,Finisher
10001,Alice Alberts,United States,FPRO,3,9:10:36,35,00:57:44,92,5:00:38,54,3:06:21,34,Finisher
10003,Jackie Hering,United States,FPRO,2,9:06:26,32,00:57:43,90,5:03:52,66,2:58:09,19,Finisher
10006,Danielle Lewis,United States,FPRO,1,9:01:54,29,1:05:41,273,4:57:38,48,2:52:23,11,Finisher
917,Lori Morgan,United States,F60-64,,,,,,,,,,DNS
10026,Katie Lance,United States,FPRO,,,,,,,,,,DNS
693,Charlotte Johnson,United States,F55-59,,,,,,,,,,DNS
10036,Sarah Karpinski,United States,FPRO,,,,,,,,,,DNS
1584,Elizabeth Kaplanis,United States,F40-44,,,,,,,,,,DNS
10012,Els Visser,Netherlands,FPRO,,,,,,,,,,DNS
1095,Courtney Baldwin,United States,F45-49,,,,,,,,,,DNS
10008,Lesley Smith,United States,FPRO,,,,,,,,,,DNS
10015,Ruth Astle,United Kingdom,FPRO,,,,,,,,,,DNS
1840,Soroya Rahaman,United States,F60-64,,,,,,,,,,DNS
1851,Denise Schultz,United States,F50-54,,,,,,,,,,DNS
222,Rachael Bowling,United States,F45-49,,,,,,,,,,DNS
1287,Jacquelyn Bentley,United States,F55-59,,,,,,,,,,DNS
10016,Sara Svensk,Sweden,FPRO,,,,,,,,,,DNS
2546,Susan Carrasquillo,United States,F50-54,,,,,,,,,,DNS
475,Stephanie Pianka,United States,F55-59,,,,,,,,,,DNS
2308,Ginny Cataldi,United States,F50-54,,,,,,,,,,DNS
1519,Becky Eleck Bruce,United States,F40-44,,,,1:38:41,2118,,,,,DNF
2504,Rebecca Graham,Canada,F35-39,,,,1:48:22,2272,,,,,DNF
847,Renee Harvey,United States,F65-69,,,,,,,,,,DNF
2085,Anne Marie Lax,United States,F55-59,,,,1:39:04,2131,8:53:44,2255,,,DNF
910,Carolyn Shea,United States,F65-69,,,,1:38:18,2109,,,,,DNF
570,Erika Vermill,United States,F50-54,,,,,,,,,,DNF
1346,Sandra Blanc,United States,F45-49,,,,1:25:35,1590,7:17:30,1462,,,DNF
10020,Jodie Robertson,United States,FPRO,,,,1:01:42,167,,,,,DNF
194,Stephanie Hanrahan,United States,F45-49,,,,1:25:06,1552,9:13:39,2271,,,DNF
10005,Sarah True,United States,FPRO,,,,55:33:00,62,5:01:35,57,,,DNF
669,Kami Netri,United States,F60-64,,,,1:38:34,2114,8:55:55,2260,,,DNF
2134,Lori Mcdonald,United States,F65-69,,,,1:18:27,1056,7:57:08,1975,,,DNF
10004,Lotte Wilms,Netherlands,FPRO,,,,51:53:00,23,5:09:26,76,,,DNF
857,Stephanie Ferguson Ross,United States,F50-54,,,,1:43:24,2226,,,,,DNF
102,Megan Hale,United States,FPC/ID,,,,2:06:34,2370,8:28:03,2189,,,DNF
620,Florence Ramos,United States,F55-59,,,,2:00:08,2350,8:53:57,2256,,,DNF
1863,Arezou Montgomery,United States,F55-59,,,,2:11:06,2376,,,,,DNF
1147,Brooke Bredbeck,United States,F35-39,,,,1:20:59,1244,,,,,DNF
1409,Jennifer Bloss,United States,F45-49,,,,1:48:49,2275,8:40:23,2227,,,DNF
1740,Debra Stroiney,United States,F45-49,,,,1:34:13,2018,8:58:51,2263,,,DNF
988,Barbara Cronin Stagnari,United States,F60-64,,,,1:09:25,450,6:49:58,1042,,,DNF
10002,Kylie Simpson,Australia,FPRO,,,,1:18:44,1079,,,,,DNF
1386,Cheryl Pike,United States,F70-74,,,,,,,,,,DNF
574,Jayme Butts-Hall,United States,F40-44,,,,1:25:48,1606,5:34:46,174,,,DNF
1246,Amanda Vance,United States,F45-49,,,,1:15:46,856,7:50:48,1898,,,DNF
1400,Shannon Lee,Canada,F50-54,,,,1:38:40,2116,,,,,DNF
750,Heidi Mackinnon,Canada,F45-49,,,,1:40:06,2169,,,,,DNF
677,Brenda Smith,United States,F55-59,,,,1:26:00,1623,,,,,DNF
1020,Gina Castellani,United States,F55-59,,,,,,,,,,DNF
627,Zsa-Zsa Porter,United States,F45-49,,,,1:49:59,2289,8:49:42,2245,6:35:59,2018,DNF
551,Erin Smith,United States,F50-54,,,,1:53:12,2316,,,,,DNF
583,Rochelle Anderson,United States,F60-64,,,,1:17:50,1003,,,,,DNF
1694,Crystal Zamfino,United States,F40-44,,,,,,,,,,DNF
809,Roxanne Youngs,United States,F70-74,,,,2:26:54,2384,,,,,DNF
1281,Amy Purvis,United States,F55-59,,,,2:04:08,2364,,,,,DNF
10039,Brianna Troksa,United States,FPRO,,,,1:14:15,740,,,,,DNF
1496,Elizabeth Miller,United States,F60-64,,,,1:35:46,2057,8:13:04,2110,,,DNF
661,Lauren Darienzo,United States,F45-49,,,,1:44:36,2236,,,,,DNF
286,Izumi Yamashita,Japan,F60-64,,,,2:01:49,2355,7:41:55,1786,,,DNF
1398,Erin Whitman,Canada,F45-49,,,,1:34:50,2033,8:52:57,2251,,,DNF
10033,Anne Basso,France,FPRO,,,,1:04:36,238,6:22:03,612,,,DNF
1836,Heather Neeley,United States,F50-54,,,,1:52:42,2314,,,,,DNF
458,Amy Hétu,Canada,F35-39,,,,1:23:05,1399,7:27:53,1607,,,DNF
1188,Jordan Scales,United States,F30-34,,,,1:38:47,2121,9:00:30,2265,,,DNF
979,Kathleen Fritz,United States,F55-59,,,,1:35:36,2052,,,,,DNF
1065,Heather Stinson,United States,F40-44,,,,1:30:51,1891,8:52:24,2248,,,DNF
763,Faith Rach,United States,F55-59,,,,1:41:39,2191,,,,,DNF
2309,Emma Bingham,Canada,F45-49,,,,1:41:05,2180,8:55:46,2258,,,DNF
1284,Barbara Clarke,United States,F65-69,,,,1:44:11,2232,8:41:57,2231,,,DNF
2294,Beth James,United States,F55-59,,,,,,7:02:55,1243,,,DNF
1762,Maud Desbiens,Canada,F50-54,,,,1:44:20,2234,,,,,DNF
1362,Melissa Tubbs,United States,F50-54,,,,1:41:59,2197,,,,,DNF
2200,Emily Yosh,United States,F45-49,,,,1:51:07,2303,8:40:32,2228,,,DNF
1036,Deb Armstrong,United States,F60-64,,,,1:22:31,1355,,,,,DNF
210,Susan Sotir,United States,F55-59,,,,1:16:49,931,8:53:43,2254,,,DNF
970,Darcy Emehiser,United States,F50-54,,,,1:27:49,1733,7:51:39,1907,,,DNF
1467,Vassiliki Tsoutsoubri,Canada,F50-54,,,,1:45:43,2247,7:42:12,1790,6:11:54,1833,DNF
1514,Jaki Chiango,United States,F50-54,,,,1:33:53,2006,,,,,DNF
2296,Kristin Mara,United States,F55-59,,,,,,,,,,DNF
2330,Christina Osler,Canada,F50-54,,,,1:38:25,2110,7:29:58,1635,,,DNF
1864,Brenda Irving,Canada,F60-64,,,,1:18:52,1088,8:43:34,2235,,,DNF
1500,Kendra Squindo,United States,F55-59,,,,1:30:04,1866,8:55:55,2259,,,DNF
1283,Christina Kenon,United States,F45-49,,,,1:36:48,2084,,,,,DNF
2567,Kriselle Ramac,United States,F25-29,,,,1:43:16,2222,,,,,DNF
983,Kathleen Peck,United States,F70-74,,,,,,,,,,DNF
1076,Joyce Parsons,United States,F50-54,,,,1:22:55,1385,,,,,DNF
1713,Emily Fox,United States,F25-29,,,,1:40:02,2164,9:00:48,2266,,,DNF
1295,Michele Rosello,United States,F55-59,,,,1:46:17,2252,,,,,DNF
2477,Jenny Li,Canada,F25-29,,,,1:25:35,1588,9:22:57,2274,,,DNF
1511,Elizabeth Dahme,United States,F65-69,,,,1:27:59,1749,,,,,DNF
1019,Charlyn Chapal,United States,F40-44,,,,1:47:36,2268,8:59:08,2264,,,DNF
1169,Tracy Darmofal,United States,F45-49,,,,1:32:15,1944,,,,,DNF
867,Lisa Totz,United States,F50-54,,,,1:39:19,2142,,,,,DNF
2334,Bryn Burkholder,United States,F40-44,,,,1:09:51,476,6:11:37,475,,,DNF
959,Colleen Dolan-Vanzandt,United States,F50-54,,,,1:31:01,1899,,,,,DNF
1372,Alminda Brundyn,United States,F50-54,,,,2:19:58,2382,,,,,DNF
137,Destiny Foster,United States,F25-29,,,,,,,,,,DNF
1702,Susan Ball,United States,F45-49,,,,1:51:46,2307,,,,,DNF
793,Erin Hanczyk,United States,F35-39,,,,1:30:18,1875,8:35:49,2215,,,DNF
916,Pamela Batungbacal,United States,F65-69,,,,1:21:39,1298,,,,,DNF
739,Holly Golden,United States,F50-54,,,,1:32:37,1963,,,,,DNF
2283,Margaret King,Canada,F60-64,,,,1:11:45,587,7:00:06,1204,,,DNF
1582,Tifenn Python,United States,F50-54,,,,1:21:12,1258,,,,,DNF
253,Ariel Wickers,United States,F30-34,,,,,,,,,,DNF
1482,Nashwa Rafla-Demetrious,United States,F45-49,,,,1:38:06,2107,,,,,DNF
962,Kirsten Ensafdaran,United States,F55-59,,,,1:24:50,1535,,,,,DNF
722,Amy Garrison,United States,F50-54,,,,,,,,,,DNF
2022,Amy Lam,Canada,F40-44,,,,2:13:57,2378,,,,,DNF
